Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.535,0,3.535,3.535,0.991047
EDZ08   ,2.5593,0,2.5593,2.9433,0.988621
EDH09   ,2.3673,0,2.3673,2.74371,0.982741
EDM09   ,2.35437,0,2.35437,2.65183,0.976927
EDU09   ,2.37052,0,2.37052,2.59728,0.971108
EDZ09   ,2.46578,0,2.46578,2.57471,0.965092
EDH10   ,2.53016,0,2.53016,2.57785,0.958959
2 YR,2.7587,0,2.7587,2.76117,0.946631
3 YR,3.12175,0,3.12175,3.13569,0.910883
4 YR,3.4175,0,3.4175,3.445,0.87213
5 YR,3.6245,0,3.6245,3.66409,0.833895
6 YR,3.7495,0,3.7495,3.79652,0.797993
7 YR,3.889,0,3.889,3.94895,0.760535
8 YR,3.9765,0,3.9765,4.04397,0.725938
9 YR,4.054,0,4.054,4.1297,0.692195
10 YR,4.1065,0,4.1065,4.18689,0.660606
11 YR,4.12475,0,4.12475,4.20271,0.632786
12 YR,4.136,0,4.136,4.21078,0.606501
15 YR,4.133,0,4.133,4.19168,0.536734
20 YR,4.09465,0,4.09465,4.12201,0.442187
25 YR,4.058,0,4.058,4.05845,0.366244
30 YR,4.027,0,4.027,4.00386,0.304436
40 YR,4.0115,0,4.0115,3.97483,0.207144
50 YR,3.989,0,3.989,3.9223,0.143377
