Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,96.8,82.97,91.3,72.6,62.63,53.48,48.92,44.53,41.75,40.65,36.17,34.63,32.75,32.9,33.4
3Mo,88.95,78.75,76.35,64.08,55.55,48.47,44.4,41.17,39.13,37.88,36.35,33.17,30.92,31,30.88
6Mo,91.43,73.25,67.95,56.83,50.9,44.75,41.55,39.83,38.02,36.55,35.35,32.25,30.2,30,29.32
9Mo,90.5,72.65,64.58,52.9,47.63,42.77,39.8,38.5,36.95,35.53,34.5,31.42,29.63,29.48,28.63
1Yr,85.58,71.13,59.45,49.72,44.92,40.88,38.3,37.4,36.17,34.8,33.27,30.88,29.17,28.48,28.5
2Yr,71.28,54.5,45.48,40.6,37.9,35.7,34.2,33.4,32.4,31.45,31.15,28.27,27.02,26.55,26.25
3Yr,47.95,40.63,36.75,34.35,32.83,31.67,30.45,30.35,29.7,29.05,28.75,26.3,25.2,25.13,24.63
4Yr,36.67,33.38,31.52,30.15,29.42,28.67,27.83,27.58,27.13,26.73,26.85,25.1,24.05,23.88,23.3
5Yr,31.65,30.05,28.8,28.02,27.23,27.1,26.2,26.2,26,25.43,25.48,23.6,22.73,22.77,22.38
6Yr,28.4,27.63,26.95,26.25,25.85,25.45,25.02,24.92,24.73,24.8,24.13,22.98,22.3,22.1,21.95
7Yr,27.1,26.65,25.58,24.9,24.4,24.15,24.02,23.83,23.83,23.77,23.85,22.27,21.42,21.42,21.23
8Yr,25.25,25.02,24.1,23.67,23.38,23.18,22.98,22.9,22.8,22.8,22.58,21.5,21.05,20.65,20.25
9Yr,23.9,23.27,22.95,22.55,22.7,22.32,21.98,22.15,22.15,22.15,21.7,21.02,20.63,21.38,20.15
10Yr,22.75,22.32,21.98,21.7,21.48,21.43,21.33,21.6,21.57,21.38,21.55,20.1,19.48,19.45,19.32
15Yr,20.5,21.15,21.2,21.2,21.08,20.98,20.93,20.88,20.77,20.67,19.75,19.25,18.73,18.6,18.6
20Yr,19.5,19.67,19.3,19.1,19.05,18.95,17.65,18.1,18.8,18.8,18.17,17.63,17.02,17,18.45
25Yr,18.48,18.48,18.38,18.3,18.08,19.27,19.23,17.2,17.15,17.17,16.95,15.85,15.57,15.82,15.85
30Yr,16.5,16.42,19.92,15.65,16.02,16,15.88,15.63,15.65,15.72,16.7,14.82,14.28,14.18,20.27
