Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,4.81875,0,4.81875,4.81875,0.987835
EDZ08   ,2.85381,0,2.85381,3.70832,0.984405
EDH09   ,2.33609,0,2.33609,3.22662,0.978626
EDM09   ,2.36218,0,2.36218,3.01078,0.972817
EDU09   ,2.53709,0,2.53709,2.91744,0.966618
EDZ09   ,2.88086,0,2.88086,2.91277,0.95963
EDH10   ,3.09351,0,3.09351,2.95162,0.952184
2 YR,3.122,0,3.122,3.1236,0.939893
3 YR,3.4802,0,3.4802,3.49469,0.901284
4 YR,3.76745,0,3.76745,3.79648,0.860243
5 YR,3.92105,0,3.92105,3.95826,0.821939
6 YR,4.138,0,4.138,4.19551,0.779481
7 YR,4.23625,0,4.23625,4.30076,0.742404
8 YR,4.364,0,4.364,4.44453,0.703513
9 YR,4.422,0,4.422,4.50649,0.66943
10 YR,4.423,0,4.423,4.49933,0.640779
11 YR,4.463,0,4.463,4.54381,0.609967
12 YR,4.49,0,4.49,4.57275,0.581264
15 YR,4.419,0,4.419,4.46007,0.515868
20 YR,4.3535,0,4.3535,4.35471,0.422386
25 YR,4.307,0,4.307,4.2793,0.346962
30 YR,4.263,0,4.263,4.20476,0.286977
40 YR,4.183,0,4.183,4.05514,0.200723
50 YR,4.1915,0,4.1915,4.09735,0.131587
