Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,0.34289,0,0.34289,0.34289,0.999134
EDU11   ,0.37247,0,0.37247,0.37436,0.998993
EDZ11   ,0.57411,0,0.57411,0.47374,0.997545
EDH12   ,0.57275,0,0.57275,0.50995,0.996103
EDM12   ,0.54089,0,0.54089,0.52055,0.994743
EDU12   ,0.52851,0,0.52851,0.52336,0.993416
EDZ12   ,0.53066,0,0.53066,0.52463,0.992085
2 YR,0.53675,0,0.53675,0.53684,0.989305
3 YR,0.6627,0,0.6627,0.66366,0.980301
4 YR,0.9034,0,0.9034,0.90777,0.96442
5 YR,1.18,0,1.18,1.19137,0.942338
6 YR,1.445,0,1.445,1.46672,0.916052
7 YR,1.6731,0,1.6731,1.70698,0.887824
8 YR,1.865,0,1.865,1.91175,0.858714
9 YR,2.025,0,2.025,2.08465,0.829736
10 YR,2.16575,0,2.16575,2.2388,0.800406
11 YR,2.29,0,2.29,2.37676,0.771127
12 YR,2.3965,0,2.3965,2.49638,0.742515
15 YR,2.628,0,2.628,2.76088,0.662788
20 YR,2.816,0,2.816,2.97529,0.553908
25 YR,2.914,0,2.914,3.08614,0.464995
30 YR,2.97,0,2.97,3.14744,0.391781
40 YR,2.987,0,2.987,3.13169,0.288526
50 YR,2.874,0,2.874,2.87316,0.240181
