Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,83.67,79.33,74.22,62.52,53.2,51.5,54.4,50.75,52,53.67,53.1,48.6,49.6,49.6,49.9
3Mo,85.3,79,69.13,60.23,53.73,53,53.38,51.1,51.45,52.15,48.95,47.92,48.55,47.77,48
6Mo,85.3,76.18,64.47,58.08,54.4,52.55,52,49.95,50.2,49.95,50.25,46.88,46.83,46.05,47
9Mo,83.85,73.45,62.4,57.1,52.55,50.77,48.3,48.6,48.35,47.6,47.05,44.73,44.6,44.42,44.53
1Yr,80.47,70.9,59.9,55.17,52.05,49.77,48.6,47.02,46.55,46.2,43.58,43.02,43.33,42.7,43.58
2Yr,76.63,60.25,52.4,48.95,46.83,45.13,43.83,42.52,41.77,41.73,42,39.02,39.95,39.08,39.83
3Yr,57.38,49.42,45.38,42.7,41.42,40.35,39.45,38.95,38.13,38.02,38.17,36.5,37.1,36.4,36.8
4Yr,46.35,42.45,40.02,38.83,38,37.58,36.73,36.08,35.15,35.83,36.98,34.65,35.08,34.6,35.03
5Yr,41.23,38.55,37.38,36.65,35.97,35.58,35.08,34.33,34.35,34.6,35.2,33.15,34.42,33.63,34
6Yr,36.25,35.58,34.63,34.28,33.52,33.38,33.05,32.25,32.25,32.25,33.22,32.58,32.52,32.42,32.3
7Yr,35.52,34.48,33.97,33.35,32.88,32.65,32.55,31.5,31.75,32.55,33.2,31.73,32.33,31.75,32.05
8Yr,33.25,33.3,32.5,32.08,31.43,31.57,31.33,30.65,30.75,30.95,31.45,31.3,30.98,30.82,30.6
9Yr,33,32.2,31.35,31.15,30.7,30.8,30.7,30.15,31.35,30.55,31.13,30.82,30.48,29.45,29.85
10Yr,31.8,31.35,31.02,30.95,30.8,30.75,31.23,30.98,31.1,31.63,31.5,30,30.05,29.35,29.58
15Yr,30.38,30.52,30.93,31.07,31.05,31.15,31.15,31.15,31.73,31.25,30.07,30.05,29.65,29.23,29
20Yr,29.63,29.38,29.42,29.52,29.63,29.58,29.67,29.42,29.45,29.43,29.7,28.07,27.42,27.8,28.2
25Yr,28.98,28.9,28.55,28.15,28.55,28.55,28.45,28.55,28.65,28.75,29.13,28.45,29.15,28.45,28.35
30Yr,28.4,28.25,28.5,28.8,29.13,29.33,29,29.3,29.7,30,28.65,28.63,30.5,31.8,32
