Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,1.4675,0,1.4675,1.4675,0.996345
EDH09   ,1.16934,0,1.16934,1.32495,0.993893
EDM09   ,1.26308,0,1.26308,1.31404,0.99073
EDU09   ,1.3813,0,1.3813,1.33616,0.987282
EDZ09   ,1.53902,0,1.53902,1.37899,0.983456
EDH10   ,1.66624,0,1.66624,1.43451,0.979332
EDM10   ,1.86299,0,1.86299,1.50317,0.974741
2 YR,1.57065,0,1.57065,1.5728,0.969153
3 YR,1.8206,0,1.8206,1.82707,0.946899
4 YR,2.0106,0,2.0106,2.02336,0.922629
5 YR,2.17075,0,2.17075,2.18912,0.896855
6 YR,2.299,0,2.299,2.32307,0.870593
7 YR,2.38375,0,2.38375,2.41167,0.845517
8 YR,2.4505,0,2.4505,2.48184,0.820923
9 YR,2.503,0,2.503,2.53726,0.797043
10 YR,2.5495,0,2.5495,2.58754,0.773295
11 YR,2.6145,0,2.6145,2.65956,0.747797
12 YR,2.685,0,2.685,2.73937,0.721449
15 YR,2.771,0,2.771,2.83288,0.655817
20 YR,2.773,0,2.773,2.81975,0.571246
25 YR,2.7305,0,2.7305,2.75268,0.504859
30 YR,2.71,0,2.71,2.71933,0.444723
40 YR,2.697,0,2.697,2.69597,0.342603
50 YR,2.9264,0,2.9264,3.15416,0.209136
