Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,84.42,67.85,68.1,55.38,49.52,43.05,38.23,36.65,34.4,33.3,29.92,28.48,26.98,26.4,26.05
3Mo,78.15,63.3,65.42,54.55,47.55,42,37.58,35.42,33.85,32.7,,28.27,26.15,25.75,25.3
6Mo,75.3,66.53,61.5,51.6,45.28,39.85,36.9,34.9,33.4,32.27,,27.77,26.25,25.45,25
9Mo,77.57,66.55,58.38,49.02,43.45,39.08,36.48,34.83,33.42,31.95,30.77,28.05,26.1,25.65,24.9
1Yr,76.45,65.32,55.02,46.67,41.9,38.27,35.42,33.98,32.9,31.6,31.7,27.48,25.92,25.52,25.05
2Yr,63.63,50.5,42.45,37.78,34.97,32.88,31.1,30.15,29.45,28.48,27.5,25.52,24.3,24,23.77
3Yr,43.75,38.1,34.58,31.45,30.02,28.4,27.75,27.48,26.95,26.18,,24.1,22.95,22.83,22.6
4Yr,33.6,30.25,28.6,27.68,26.75,26.13,25.43,25.3,25,24.38,24.1,22.75,21.75,21.7,21.73
5Yr,28.27,27.13,26.27,25.45,24.83,24.23,23.93,23.9,23.65,23.27,23.02,21.9,20.95,20.85,20.45
6Yr,25.67,24.88,24.3,23.85,23.38,23.05,22.7,22.7,22.5,22.4,21.95,20.85,20.15,19.98,19.95
7Yr,24.3,23.27,22.75,22.55,22.05,21.7,21.65,21.55,21.45,21.4,21.2,19.98,19.13,19.2,19.1
8Yr,22.65,22.38,21.63,21.35,21,20.92,20.73,20.8,20.8,20.7,20.35,19.4,18.7,18.77,18.4
9Yr,21.38,20.9,20.63,20.32,20.17,20.13,19.8,20.2,20.1,20,19.65,18.88,18.35,18.25,17.95
10Yr,20.17,19.95,19.9,19.48,19.33,19.27,19.18,19.4,19.4,19.32,19.2,18.1,17.2,17.27,17.35
15Yr,18.25,18.2,18.1,18,17.95,17.88,17.75,17.75,17.75,17.6,17.33,16.9,15.6,15.5,15.38
20Yr,17.1,17.02,16.9,16.73,16.45,16.55,16.38,16.2,16.15,16.23,16.1,15.3,14.8,14.7,16.1
25Yr,15.5,16.45,15.3,15.22,15.07,14.97,14.95,14.93,14.88,14.9,14.7,14.45,16.65,14.03,13.68
30Yr,14.4,14.3,14.2,14.1,14,14,13.9,13.43,13.8,13.8,14.8,13.43,15.47,13.25,17.5
