Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.79,0,2.79,2.79,0.99292
EDU08   ,2.89422,0,2.89422,2.91539,0.987457
EDZ08   ,3.02256,0,3.02256,2.95885,0.979969
EDH09   ,3.07518,0,3.07518,3.0111,0.972411
EDM09   ,3.26211,0,3.26211,3.08175,0.964458
EDU09   ,3.52835,0,3.52835,3.16917,0.955932
EDZ09   ,3.83893,0,3.83893,3.27216,0.946745
2 YR,3.4295,0,3.4295,3.43803,0.933919
3 YR,3.778,0,3.778,3.7983,0.893164
4 YR,4.0015,0,4.0015,4.03196,0.852421
5 YR,4.1555,0,4.1555,4.19458,0.812564
6 YR,4.287,0,4.287,4.33603,0.773073
7 YR,4.4005,0,4.4005,4.46039,0.73433
8 YR,4.4905,0,4.4905,4.56009,0.697093
9 YR,4.565,0,4.565,4.64379,0.661555
10 YR,4.6255,0,4.6255,4.71234,0.627653
11 YR,4.6785,0,4.6785,4.77344,0.595169
12 YR,4.726,0,4.726,4.82928,0.564041
15 YR,4.8205,0,4.8205,4.94011,0.48094
20 YR,4.9015,0,4.9015,5.03337,0.370014
25 YR,4.9325,0,4.9325,5.06103,0.286604
30 YR,4.9445,0,4.9445,5.06317,0.223058
40 YR,4.957,0,4.957,5.05476,0.135772
50 YR,4.946,0,4.946,4.98897,0.085104
