Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,98.95,78.15,77.2,66.5,59.33,55.85,55.88,55.95,55.67,57,52.63,52.7,52.95,52.85,53.45
3Mo,90.85,75.88,65.45,61.58,57.58,55.83,55.42,53.95,53.8,53.77,52.3,50.35,48.9,48.92,49.92
6Mo,83.65,68.13,59.92,56.95,54.88,53.05,52.02,50.6,50.52,49.9,49.33,46.65,45.38,45.3,45.1
9Mo,83.1,66.03,60.75,56.17,53.25,50.83,49.08,48.67,48.3,46.65,46.6,44.15,43.42,43,42.88
1Yr,81.55,65.28,58.63,54.03,50.83,48.48,47.3,46.17,45.8,44.92,43.27,41.77,41,40.85,40.67
2Yr,74.85,58.48,51.5,47.1,45.05,43.52,42.02,41.23,40.45,39.67,39.77,37.35,37.02,36.95,37
3Yr,56.98,48.5,43.55,41.23,39.7,38.6,37.75,37.3,36.67,36,36.08,34.15,34.63,34.15,34.23
4Yr,44.73,40.85,38.48,36.92,36.08,35.42,34.5,33.83,33.88,33.5,33.52,32.5,32.33,32.13,32
5Yr,37.95,36.08,35.27,34.45,33.8,33.35,32.6,32.33,31.98,31.9,31.7,31.05,31.08,30.5,30.8
6Yr,34.38,33.42,32.78,32.33,31.7,31.3,30.88,30.6,30.2,30.2,30.77,30.08,29.82,29.63,29.57
7Yr,32.42,32.15,31.57,30.85,30.35,30.35,30.05,29.35,29.7,30.25,29.45,29.32,29.4,28.8,28.98
8Yr,31.23,30.73,30.2,29.73,29.3,29.33,29.1,28.35,28.67,28.8,29.07,28.67,28.35,28.23,28
9Yr,30.48,29.27,28.98,28.67,28.6,28.52,28.45,28.08,28.52,28.17,28.5,28.23,27.85,27.17,27.3
10Yr,28.9,28.77,28.6,28.48,28.48,28.25,28.33,28.2,28.23,28.52,28.05,27.63,27.3,26.82,26.8
15Yr,27.4,26.95,27.45,28.05,28.2,27.9,28.2,28.3,28.35,28.18,26.85,27.05,26.48,26.48,26.6
20Yr,26.38,25.95,26,26.18,26.18,26.25,26.18,26.08,26.08,25.7,26.73,25.3,25.1,25.25,25.23
25Yr,24.85,25.25,25.5,25.7,25.88,25.93,25.93,25.98,26.02,26.08,25.63,25.5,26.2,24.95,24.95
30Yr,25.7,25.6,25.73,25.88,26,26.1,25.88,25.73,25.82,25.85,25.85,25.2,24.7,24.73,28.6
