Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,30.9,35.7,32.8,31.25,30.35,28.5,27.2,25.8,24.5,23.4,22.55,21.3,19.02,18.95,19
3Mo,33.2,35.85,33.48,32.17,31.3,29.4,27.63,26.65,25.6,23.77,22.85,21.1,20.07,19.7,19.4
6Mo,36.35,35.28,32.8,31.6,30.7,29,27.5,26.3,25,23.9,23,21.65,20.32,20.35,19.7
9Mo,36.33,33.92,31.92,30.5,29.45,28,26.7,25.55,24.8,23.5,22.55,21.2,20.25,20.2,19.5
1Yr,35.6,32.4,30.8,29.4,28.2,26.52,25.9,24.75,24,23.1,21.95,20.8,19.85,19.8,19.3
2Yr,28.2,27.3,26.5,25.43,24.9,23.65,23.3,22.7,22.1,21.5,20.5,20.05,19.2,19.2,18.7
3Yr,24.85,24.45,23.75,23.05,22.65,22.05,21.55,21.3,20.8,20.15,19.55,18.8,18.32,18.4,18.1
4Yr,23.15,22.48,22.3,21.8,21.3,20.75,20.3,19.9,19.7,19.5,18.65,18,17.8,17.55,17.15
5Yr,21.4,21,20.35,20.05,19.75,19.45,18.93,19.1,18.7,18.35,17.8,17.2,17.1,16.85,16.8
6Yr,20.15,19.35,19.3,19.1,18.8,18.5,18.1,18.05,17.85,17.55,17.05,16.3,16.1,16.05,15.85
7Yr,18.95,18.45,18.45,18.25,18.3,17.73,17.8,17.5,17.4,16.85,16.45,15.85,15.7,15.55,15.6
8Yr,17.85,17.55,17.4,17.25,17.1,16.9,16.65,16.6,16.45,16.25,15.95,15.5,15.3,14.95,14.9
9Yr,17.25,16.85,16.7,16.55,16.45,16.2,16.2,16,15.85,15.7,15.45,15.15,14.95,14.5,14.5
10Yr,16.48,16.2,16.15,16.05,16,16.2,15.68,15.65,15.45,15.4,14.75,14.4,14,14.1,13.77
15Yr,14.95,14.85,15,14.75,14.7,14.5,14.5,14.4,14.1,13.95,13.65,13.2,12.9,12.8,12.75
20Yr,13.9,13.85,13.75,13.6,13.65,13.9,13.9,13.25,13.1,13,12.8,12.6,12.3,11.9,11.75
25Yr,13.9,13.2,13.15,13,13,12.85,12.7,12.6,13.3,12.25,11.9,11.45,11.25,11.1,10.95
30Yr,12.55,12.5,12.45,12.3,12.3,12.1,11.95,11.9,11.75,11.6,11.35,11,10.85,10.7,10.45
