Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,90.45,100,101,98.28,98.85,95.97,94.22,93.8,90.2,94.5,91.5,96.3,96.85,106,114
3Mo,84.45,85.42,86.57,85.5,87.57,83.25,80.47,78.8,77.6,76.9,78.7,76.5,82.6,87.9,93.25
6Mo,77.05,78.3,77.4,75.28,75.07,71.8,69.65,68.3,67.4,66.68,66.7,65.6,68.07,71.5,77.1
9Mo,77.95,71.85,70.6,68.95,68.4,65.6,63.73,64.7,63.55,61.15,61.35,61.65,62.63,65,69.55
1Yr,72.8,65.9,64.35,62.3,61.48,59.13,57.67,56.8,56.4,55.38,55.13,54.8,56.77,59.1,61.6
2Yr,54.98,52.77,50.25,50.67,50.13,49.08,48.45,48.5,48,47.2,47.3,47.6,48.8,50.9,52.3
3Yr,46.15,46.17,45.08,44.3,44.15,43.65,43.65,43.8,43.8,42.55,43.8,43.8,45.1,46.8,47.45
4Yr,44.5,41.95,41.25,40.75,40.48,40.48,40.17,39.9,39.6,39.17,39.75,40.8,42.17,43.4,43.7
5Yr,35.85,37.8,37.6,37.7,37.9,37.6,37.08,37.1,36.8,36.58,36.9,38.4,39.48,40.35,40.15
6Yr,36.3,35.5,35.75,35.85,36.1,35,34.8,35.95,34.95,35.2,35.6,36.2,37.4,37.85,37.6
7Yr,33.27,33.6,33.97,33.8,33.45,33.08,32.98,33.3,33.4,33.25,33.95,34.5,35.3,36.15,36.45
8Yr,34,31.6,31.45,31.25,30.55,30.85,30.75,31.3,31.25,31.4,32.15,33.3,34.35,34.2,34.6
9Yr,31.05,29.9,29.8,29.25,29.95,29.8,29.8,30.35,30.5,31.05,31.85,33.1,34,37.3,34.95
10Yr,28.75,28.05,28.15,28.48,28.98,29.27,29.58,30,30.1,30.3,30.73,31.4,31.55,32.2,31.75
15Yr,28.6,29.2,28.55,29.2,29.75,30.9,29.45,29.3,29.3,29.25,29.65,30.3,28.9,30,26.25
20Yr,29.2,29.2,29.4,28.8,29.9,29.9,29.1,30.1,30.3,30.75,29.9,28.7,27,25.4,26.4
25Yr,30,30.3,30.6,30.8,30.8,30.5,29.75,28.9,29.25,27.9,27,25.75,26.55,25,24.95
30Yr,24.4,28.05,28.2,28,25.65,27.5,25.05,26.9,26.7,24.2,24.4,24.7,25.2,25.75,25.3
