Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,110.75,105.2,91.5,84.25,81.65,76.65,73.9,66.92,65.33,69.45,77.2,69.9,76.8,74.1,78.35
3Mo,95.85,88.4,78.72,71.7,67.92,64.9,63.05,61.55,60.65,60.3,52.05,62.38,65.35,65.05,69.6
6Mo,87.7,78.9,70.15,64.7,61.8,59.15,57.7,56.6,56.05,55.6,57,56.3,59.05,58.9,61.08
9Mo,79.95,70.38,63.92,59.35,56.9,54.6,53.42,52.7,52.3,51.4,52.28,53.65,54.7,56.15,55.97
1Yr,70.9,61.55,55.75,52.85,50.85,49.55,48.55,48.1,48.1,47.6,53.2,49.13,49.25,50.5,50.25
2Yr,48.75,44.65,43.55,42.65,42.85,42.25,42.83,42.05,42.05,41.95,43.2,43.1,43.9,44.3,45.3
3Yr,38.55,38.7,38,38.3,38.9,38.9,39.1,39.6,46.25,39.4,31.45,40.4,42.3,41.8,42.75
4Yr,35.8,35.2,35.9,36.35,37.05,37.3,37.3,37.25,36.85,37.6,38.95,38.9,39.4,40.4,40.7
5Yr,32.4,33.6,34,34.7,35.6,35.75,35.85,35.05,35.3,36.78,37.65,37.1,38.58,38.42,38.63
6Yr,33,33.7,34.15,34.45,34.65,34.7,34.75,35.3,35.9,36.05,36.4,36.95,37.05,38.2,37.05
7Yr,30.9,31.4,32.5,33.2,33.8,33.85,33.95,34.05,33.9,34.75,35.35,35.15,35.42,34.45,35.4
8Yr,32.45,32.2,32.05,32.1,32.45,32.85,32.9,33.35,33.4,33.45,33.7,34.15,34.05,34.85,33.75
9Yr,31.25,31.9,31.45,31.6,31.75,32.05,32.55,32.6,32.65,32.6,32.9,33.45,33.1,33,32.9
10Yr,29.4,30.65,30.05,30.65,31.3,31.3,31.97,31.4,31.93,31.8,31.6,31.3,31.2,30.4,31.15
15Yr,29.9,30.2,29.32,29.32,31,30.1,30.63,29.9,29.5,28.67,24.05,27.6,27.42,27.4,28.48
20Yr,28.7,27.8,25.98,25.48,25.18,25.05,24.85,24.58,26.32,24.15,24.7,25.55,25.4,25.55,25.9
25Yr,26.5,26.3,23.4,26.5,26.6,26.4,22.9,25.9,25.7,25.5,25.15,24.7,21.85,24.6,21.4
30Yr,24.9,26.6,25.1,25.3,25.6,25.4,25.3,25.1,25,25.8,25.6,25.3,24.3,24.4,24.3
