Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.16875,0,2.16875,2.16875,0.994488
EDZ08   ,2.06726,0,2.06726,2.09253,0.993545
EDH09   ,2.01815,0,2.01815,2.08206,0.988502
EDM09   ,2.11064,0,2.11064,2.10719,0.983256
EDU09   ,2.22725,0,2.22725,2.14298,0.977751
EDZ09   ,2.39299,0,2.39299,2.19262,0.971872
EDH10   ,2.43789,0,2.43789,2.24153,0.96592
2 YR,2.3264,0,2.3264,2.32911,0.954743
3 YR,2.6625,0,2.6625,2.67408,0.923266
4 YR,2.9601,0,2.9601,2.98387,0.888275
5 YR,3.19,0,3.19,3.22628,0.852121
6 YR,3.3415,0,3.3415,3.387,0.817488
7 YR,3.432,0,3.432,3.48237,0.785242
8 YR,3.4965,0,3.4965,3.55024,0.754482
9 YR,3.5215,0,3.5215,3.57367,0.726956
10 YR,3.5445,0,3.5445,3.59602,0.700187
11 YR,3.4195,0,3.4195,3.44012,0.687155
12 YR,3.5565,0,3.5565,3.60735,0.65108
15 YR,3.532,0,3.532,3.56605,0.588432
20 YR,3.4805,0,3.4805,3.48839,0.500694
25 YR,3.4535,0,3.4535,3.44723,0.42543
30 YR,3.433,0,3.433,3.41536,0.362056
40 YR,2.9678,0,2.9678,2.6819,0.344484
50 YR,3.402,0,3.402,3.5965,0.168255
