Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,90.17,69.63,68.3,56.92,51.4,43.4,38.35,34.17,32.15,30.6,28.77,26.07,24.4,23.95,23.3
3Mo,84.82,68.63,63.95,55.3,48.5,42.05,37.55,34.65,32.77,31.02,28.75,26.73,25.25,24.65,24.13
6Mo,77.6,67.25,60.08,51.02,45.52,39.83,36.15,33.7,32.1,30.45,28.6,26.5,25.05,24.55,23.7
9Mo,78.1,64.92,55.7,47.65,42.9,37.9,35.05,33.02,31.5,29.85,28.55,26.6,25.05,24.5,23.75
1Yr,74.8,62.35,52.55,44.7,40.08,36.5,33.63,32.1,30.85,29.42,27.75,25.85,24.73,24.35,23.8
2Yr,56.55,46.7,39.92,35.55,32.9,30.95,29.3,28.5,27.7,26.75,25.73,24.25,23.33,23.1,22.8
3Yr,39.38,34.6,31.43,29.8,28.32,27.35,26.45,26.05,25.5,24.77,23.75,23,22.15,22.05,21.55
4Yr,30.65,28.4,27.2,25.98,25.33,24.9,24.2,23.95,23.63,23.05,22.4,21.48,20.77,20.8,20.4
5Yr,26.4,25.5,24.48,23.9,23.6,23.2,22.52,22.48,22.3,21.83,21.23,20.35,19.8,19.85,19.68
6Yr,24.27,23.6,23.13,22.68,22.3,21.95,21.55,21.4,21.3,21.13,20.48,19.52,19.3,19.15,19
7Yr,22.8,22.4,21.9,21.45,21.2,20.88,20.75,20.67,20.65,20.27,19.73,18.92,18.52,18.6,18.27
8Yr,21.77,21.35,21,20.6,20.38,20.18,19.98,19.95,19.95,19.9,19.15,18.08,18.2,17.95,17.85
9Yr,20.77,20.43,20.2,19.88,19.65,19.5,19.2,19.23,19.23,19.23,18.73,18,17.77,17.43,17.4
10Yr,19.73,19.35,19.17,19.07,18.88,18.85,18.7,18.92,18.88,18.8,18.2,17.27,16.88,17,16.7
15Yr,17.7,17.9,18,17.95,17.85,17.73,17.58,17.52,17.5,17.33,16.88,16.2,15.6,15.47,15.38
20Yr,16.95,16.85,16.4,16.5,16.27,16,16.07,15.98,15.93,15.95,15.47,14.78,14.6,14.5,14.38
25Yr,15.88,15.82,15.6,15.6,15.38,15.28,15.22,15.07,14.95,14.95,14.6,14.13,15.8,13.88,13.55
30Yr,14.52,14.47,14.38,14.23,14.05,14.05,16.4,13.88,13.82,13.93,13.57,13.13,13.1,13,16.6
