Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,79.35,74.2,74.2,68.18,63.13,56.67,55.73,53.58,51.92,51.3,46.92,47.33,46.63,46.42,46.7
3Mo,80.38,76.15,71.28,63.7,59.1,55.4,52.73,50.95,49.95,48.72,47,44.92,43.53,43.42,43.2
6Mo,84.47,74.2,66.68,61.45,57.38,52.72,50.23,48.45,47.6,46.52,43.27,42.53,41.55,41.3,41.23
9Mo,85.8,74.4,65.2,58.95,54.3,50.28,47.95,46.75,45.67,44.2,43.3,40.67,40.03,39.73,39.42
1Yr,85.13,72.57,63,56,51.35,47.8,45.65,44.63,43.52,42.1,41,39.02,38.4,38.15,38.13
2Yr,76.3,59.95,50.95,45.73,43.35,41.35,40.05,39.23,38.2,37.27,35.25,35.15,34.47,34.23,33.97
3Yr,54,46.55,41.73,38.95,37.27,36.3,35.28,35.05,34.42,33.65,33.85,31.85,31.75,31.48,31.3
4Yr,42.02,38.27,36.05,34.73,33.88,33.38,32.47,32.27,31.85,31.48,30.35,30.15,29.95,29.85,29.5
5Yr,35.6,34.03,33.05,32.38,31.88,31.38,30.9,30.63,30.38,30.3,29.13,28.95,28.85,28.7,28.68
6Yr,31.75,31.42,30.92,30.43,30,29.75,29.4,28.95,28.95,28.05,29.15,28.2,27.95,27.8,27.63
7Yr,30.67,30.23,29.77,29.3,28.9,28.93,28.65,28.2,27.65,28.95,27.95,27.6,27.52,27.15,26.85
8Yr,29.6,29.15,28.77,28.1,28,28,27.93,27.7,27.7,27.6,27.63,26.8,26.45,26.35,26.1
9Yr,28.3,27.77,27.95,27.55,27.35,27.33,27.25,26.85,27.38,26.85,27.07,26.33,25.9,25.07,25.55
10Yr,28.05,27.7,27.4,27.23,27.13,27.15,26.55,27.07,27.15,27.3,26.25,25.63,25.27,24.9,24.9
15Yr,25.83,25.92,26.23,26.55,26.52,26.58,26.42,26.5,26.52,26.27,25.5,24.75,24.25,24.3,24.38
20Yr,24.52,25.02,25.05,25.1,24.83,24.63,24.42,24.23,24.55,24.63,25.2,23.88,24.1,23.17,24.82
25Yr,24.13,24.15,24.23,24.85,24.8,24.23,24.6,24.52,24.55,24.55,25.15,24.77,25.18,25.25,24.9
30Yr,24.4,24.8,25.05,25.1,25.35,25.63,25.5,25.65,25.65,25.93,24.58,26.2,26.82,27.17,26.7
