Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,1.8475,0,1.8475,1.8475,0.995402
EDH09   ,1.21405,0,1.21405,1.54899,0.992357
EDM09   ,1.21746,0,1.21746,1.44858,0.989313
EDU09   ,1.29526,0,1.29526,1.41419,0.986084
EDZ09   ,1.43247,0,1.43247,1.4184,0.982526
EDH10   ,1.52908,0,1.52908,1.4429,0.978743
EDM10   ,1.70012,0,1.70012,1.48535,0.974555
2 YR,1.514,0,1.514,1.5147,0.97019
3 YR,1.726,0,1.726,1.73041,0.949579
4 YR,1.909,0,1.909,1.91815,0.926482
5 YR,2.0273,0,2.0273,2.04011,0.903491
6 YR,2.147,0,2.147,2.16511,0.878791
7 YR,2.589,0,2.589,2.64501,0.831988
8 YR,2.6505,0,2.6505,2.707,0.806394
9 YR,2.3735,0,2.3735,2.38947,0.807528
10 YR,2.4135,0,2.4135,2.43287,0.785198
11 YR,2.451,0,2.451,2.47396,0.763023
12 YR,2.4835,0,2.4835,2.5098,0.741336
15 YR,2.53,0,2.53,2.55956,0.682838
20 YR,2.4965,0,2.4965,2.51074,0.607124
25 YR,2.4565,0,2.4565,2.4556,0.543226
30 YR,2.4113,0,2.4113,2.39344,0.48973
40 YR,2.465,0,2.465,2.47735,0.373494
50 YR,2.508,0,2.508,2.55021,0.281663
