Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,108.88,100.6,94.47,76.22,62.88,57.7,57.75,53.4,53.3,54.15,47.42,48.08,48.13,48.15,48.83
3Mo,106.35,84.8,83.22,68.8,58.9,55.77,53.08,50.7,49.45,49.15,46.52,43.65,42.42,41.88,42.75
6Mo,87.6,75.03,73.3,61.75,53.52,49.7,47.77,45.63,44.85,44.1,42.17,39.33,37.73,37.2,38.33
9Mo,85.72,72.88,67.53,56.85,50.95,47.1,45.48,44.1,43.05,41.78,40.77,37.15,36.4,36.05,36.4
1Yr,79.78,69.25,61.4,52.35,48.45,44.45,43.48,42.35,41.48,40.17,38.92,35.95,34.77,34.55,34.42
2Yr,75.38,59.95,50.2,45.02,41.42,40,38.33,37.35,36.95,36.25,35.25,33.05,31.93,31.55,31.95
3Yr,53.38,45.35,41.52,38.25,36.72,35.4,34.45,34.58,33.8,32.73,32.8,30.8,30,29.8,29.55
4Yr,41.35,38.08,35.48,34.15,32.98,32.35,31.77,31.75,31.15,30.8,30.9,29.38,28.75,28.55,28.02
5Yr,37.52,34.38,33.2,32.13,31.5,31.1,30.88,30.67,30.15,29.85,29.73,28.45,27.77,27.65,27.4
6Yr,33.38,32,31.2,30.63,30.13,29.8,29.5,29.5,29.1,29,28.7,27.77,27.42,27.23,27.15
7Yr,31.82,30.25,29.45,28.82,28.25,28.15,28.15,28.1,28.05,28.05,27.9,26.55,26.38,26.3,26.1
8Yr,29.08,28.65,28.17,27.55,27.3,27.25,27.1,27.13,27.23,27.05,27.08,25.88,26.18,25.8,25.85
9Yr,28.52,28.65,27.17,26.65,26.4,26.75,26.13,26.85,26.6,26.75,26.2,25.63,25.7,25.38,25
10Yr,26.88,26.45,26.55,26.2,25.77,25.68,25.6,25.95,26,25.8,25.45,24.67,24.1,24.2,24.2
15Yr,24.5,24.5,24.75,24.83,24.7,24.7,24.6,24.73,24.7,24.6,23.75,22.8,22.65,22.65,22.6
20Yr,23.85,23.35,23.18,23.07,23.1,23.02,23.02,22.88,22.85,22.95,22.5,21.88,21.25,21.25,21.3
25Yr,23.25,21.6,21.45,21.4,21.27,21.23,21.17,21.08,20.95,20.92,20.7,20.08,19.85,19.9,19.55
30Yr,20.02,19.85,19.63,19.45,19.3,19.35,19.2,19,19.05,19.15,20.58,18.65,18.45,18.42,25.9
