Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,31.6,35.7,33.8,32,30.8,28.3,26.85,25.7,24.4,23,22.25,21,20.1,18.8,18.32
3Mo,34.05,35.92,33.48,31.4,30.3,28.38,26.77,25.3,24.25,22.8,21.6,20.4,19.15,18.7,18.48
6Mo,35,33.1,30.75,29.45,28.35,26.65,25.25,23.85,23,21.55,20.75,19.6,18.7,18.4,18.1
9Mo,33.7,31.32,29.7,28.35,27.1,25.7,24.05,22.95,22.25,21.3,20.35,19,18.4,18.25,17.85
1Yr,32.15,29.9,28.4,27,25.6,24.5,23.15,22.5,21.5,20.8,19.7,19.05,18.1,18.05,17.6
2Yr,25.8,24.6,23.85,23.05,22.35,21.65,20.92,20.6,20,19.5,18.55,18.1,17.3,17.35,16.73
3Yr,22.88,22.38,21.77,21.15,20.58,20.2,19.8,19.3,18.9,18.5,17.7,17.35,16.57,16.75,16.3
4Yr,21.4,20.75,20.4,19.67,19.27,19.1,18.8,18.3,18.15,17.8,17.1,16.45,16.1,16,15.9
5Yr,19.6,19.3,19,18.7,18.2,17.9,17.8,17.6,17.3,16.75,16.4,15.85,15.6,15.5,15.4
6Yr,19,17.85,17.95,17.75,17.45,17.25,16.95,16.75,16.55,16.25,15.75,15.05,14.85,14.75,14.55
7Yr,17.63,17.4,17.2,17,16.8,16.6,16.1,16.1,16,15.55,15.15,14.8,14.2,14.35,14.3
8Yr,17.6,16.25,16.25,16.1,15.95,15.75,15.6,15.4,15.3,15.1,14.75,14.3,14.1,13.8,13.7
9Yr,16.85,15.55,15.5,15.4,15.25,15.05,15.05,14.8,14.65,14.5,14.3,14,13.8,13.55,13.3
10Yr,15.25,15,15.03,14.9,15.1,14.7,14.5,14.6,14.4,14.3,13.75,13.3,12.9,13,12.7
15Yr,16.6,14,13.9,13.8,13.6,13.5,13.35,13.2,13,12.9,12.55,12.05,11.9,11.7,11.85
20Yr,19.55,13.05,12.95,12.9,12.85,12.7,12.6,12.5,12.35,12.15,11.7,11.1,10.95,11.05,11.2
25Yr,22.45,12.55,12.45,12.3,12.2,12,11.8,12.4,11.5,11.35,10.9,10.3,10.45,10.75,10.7
30Yr,23.3,11.85,11.65,11.5,11.35,11.2,11.1,11.05,10.95,10.9,10.7,10.4,10.75,10.7,10.25
