Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,70.65,64.38,64.8,60.25,57.45,53.55,49.85,46.8,42.15,40.1,38.2,35.4,34.45,33.85,33.45
3Mo,67.45,61.1,54,50.75,48.35,45.2,42.25,40.2,37.9,35.45,33.2,31.8,30.25,30.7,29.82
6Mo,61.1,52,47.05,44.4,42.55,39.8,38.1,35.6,34.3,32.5,31.15,29.2,28.2,27.65,27.13
9Mo,54.38,47.33,43.25,41,39.45,37.27,35.4,32.7,31.85,30.4,29.38,27.8,26.7,26.45,26.02
1Yr,46.8,41.85,38.78,37.1,35.6,33.95,32.2,30.5,29.6,28.7,27.25,26,25.35,25.25,25.4
2Yr,34.4,32.38,31.35,30.35,29.75,28.75,27.6,26.8,26.15,25.7,24.75,23.7,23.6,23.35,23.3
3Yr,29.8,29,28.2,27.35,26.83,26.15,25.3,25,24.65,23.77,21.32,22.5,22.32,22.5,22.05
4Yr,27.35,26.48,26.1,25.5,24.68,24.05,23.9,23.35,23.05,22.45,22.05,22,21.35,21.5,21.02
5Yr,24.92,24.18,23.73,23.32,22.9,22.6,22.25,22.3,21.8,21.3,21.1,20.7,20.6,20.6,20.25
6Yr,23.2,22.4,22.25,21.95,21.65,21.35,21,21,20.7,20.4,20.2,19.9,19.65,19.55,19.5
7Yr,21.57,21.23,20.83,20.68,20.63,20.4,20.07,20.15,19.9,19.45,19.4,19.2,18.8,18.9,18.7
8Yr,20.2,19.7,19.75,19.6,19.45,19.3,19.15,19.05,18.95,18.75,18.7,18.7,18.45,18.2,18.2
9Yr,19.1,18.85,18.8,18.8,18.65,18.45,18.45,18.3,18.2,18.1,18.1,18.2,18,17.5,17.65
10Yr,18.4,18.4,18.43,18.27,18.15,17.9,17.75,17.95,17.7,17.43,17.35,17.3,16.55,16.7,16.68
15Yr,17,16.65,16.6,16.6,16.6,16.45,16.3,16.2,16.05,15.9,15.8,15.65,15.3,15.4,15.4
20Yr,17.5,15.85,15.8,15.55,17.5,15.7,15.75,15.85,15.9,15.9,15.8,15.7,15.8,15.4,15.05
25Yr,15.15,15.2,15.25,14.7,15.35,14.4,14.3,15.25,14.2,14.2,14,13.7,13.7,13.2,12.85
30Yr,14.2,16.1,16.3,16.35,16.5,16.1,15.75,15.5,15.15,14.8,14.1,13.15,12.2,11.8,11.7
