Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.79125,0,2.79125,2.79125,0.992917
EDU08   ,2.80961,0,2.80961,2.85764,0.989572
EDZ08   ,2.99332,0,2.99332,2.91725,0.982141
EDH09   ,3.08141,0,3.08141,2.98715,0.97455
EDM09   ,3.25389,0,3.25389,3.06544,0.966599
EDU09   ,3.51076,0,3.51076,3.15683,0.958097
EDZ09   ,3.82704,0,3.82704,3.26411,0.948917
2 YR,3.4145,0,3.4145,3.42244,0.934382
3 YR,3.7575,0,3.7575,3.77698,0.893818
4 YR,3.992,0,3.992,4.02239,0.852553
5 YR,4.151,0,4.151,4.19055,0.812631
6 YR,4.291,0,4.291,4.34159,0.772821
7 YR,4.4125,0,4.4125,4.47509,0.733592
8 YR,4.512,0,4.512,4.58599,0.69577
9 YR,4.59,0,4.59,4.67364,0.65982
10 YR,4.657,0,4.657,4.75007,0.62518
11 YR,4.714,0,4.714,4.81612,0.592368
12 YR,4.763,0,4.763,4.87368,0.561115
15 YR,4.867,0,4.867,4.99698,0.476953
20 YR,4.953,0,4.953,5.09621,0.365506
25 YR,4.9855,0,4.9855,5.12479,0.282223
30 YR,5.0025,0,5.0025,5.13598,0.218418
40 YR,4.9875,0,4.9875,5.0553,0.135744
50 YR,4.9815,0,4.9815,5.01225,0.084132
