Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.47625,0,3.47625,3.47625,0.991005
EDZ08   ,3.69902,0,3.69902,3.63128,0.982953
EDH09   ,3.29225,0,3.29225,3.54575,0.97484
EDM09   ,3.29977,0,3.29977,3.5057,0.966776
EDU09   ,3.3216,0,3.3216,3.47847,0.958727
EDZ09   ,3.58774,0,3.58774,3.49992,0.95011
EDH10   ,3.75322,0,3.75322,3.55102,0.941181
2 YR,3.6085,0,3.6085,3.6108,0.930837
3 YR,3.886,0,3.886,3.89932,0.890605
4 YR,4.068,0,4.068,4.09035,0.850472
5 YR,4.193,0,4.193,4.22281,0.811442
6 YR,4.288,0,4.288,4.32463,0.773591
7 YR,4.38455,0,4.38455,4.4308,0.73564
8 YR,4.439,0,4.439,4.48969,0.701031
9 YR,4.504,0,4.504,4.56333,0.666254
10 YR,4.566,0,4.566,4.63525,0.632399
11 YR,4.609,0,4.609,4.68456,0.600881
12 YR,4.65275,0,4.65275,4.73645,0.570063
15 YR,4.741,0,4.741,4.84157,0.487929
20 YR,4.814,0,4.814,4.92624,0.37783
25 YR,4.832,0,4.832,4.93427,0.295645
30 YR,4.853,0,4.853,4.95891,0.230002
40 YR,4.824,0,4.824,4.85455,0.146769
50 YR,4.792,0,4.792,4.74015,0.096094
