Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,84.78,70.7,68.8,56.08,48.9,42,38.7,35.02,33.72,32.58,31.92,27.65,26.3,25.6,25.58
3Mo,80.7,70.83,68.38,57.15,48.5,42.33,38.4,35.98,34.38,33.1,30.35,28.7,26.83,26.35,26.15
6Mo,78.5,69.75,63.67,52.9,46.15,41,37.78,35.45,34.17,32.83,30.27,28.48,26.75,26.13,25.93
9Mo,80.92,69.45,60.28,50.05,44.3,39.75,36.9,35.27,33.63,32.38,31.2,28.2,26.73,25.95,25.6
1Yr,80.2,67.45,56.63,47.7,42.47,38.7,35.97,34.42,33.38,31.98,29.92,27.8,26.32,25.7,25.42
2Yr,64.25,50.83,42.8,37.95,35.05,33.08,31.5,30.77,29.9,28.85,28.1,25.65,24.5,24.3,23.7
3Yr,44.58,37.67,34.83,31.85,30.27,28.82,28.23,27.63,27.18,26.33,25.68,24.23,23.25,23,22.55
4Yr,33.17,30.55,28.9,27.68,26.83,26.15,25.48,25.25,24.85,24.4,24.25,22.77,21.92,21.75,21.4
5Yr,28.88,27.27,26.25,25.52,24.95,24.27,23.92,23.82,23.65,23.5,23.02,21.85,21.05,20.85,20.88
6Yr,25.5,24.75,24.25,23.8,23.35,22.98,22.57,22.65,22.45,22.35,22,20.88,20.1,19.77,19.83
7Yr,23.95,23.4,22.93,22.48,22.4,21.85,21.9,21.65,21.6,21.58,21.1,20.05,19.2,19.1,19
8Yr,22.73,22.25,22.25,21.48,21.23,21.02,20.9,20.95,20.75,20.85,20.52,19.55,18.7,18.4,18.3
9Yr,21.48,21.55,20.73,20.45,20.18,20.17,19.77,20.25,20.52,20.15,19.7,18.88,18.3,18.18,17.67
10Yr,20.48,20.25,19.9,19.65,19.75,19.42,19.32,19.55,20.1,19.45,18.9,18.15,17.27,17.2,17.2
15Yr,18.45,18.48,18.33,18.15,18.05,18,17.85,17.8,17.75,17.6,17.35,16.95,15.45,15.22,15.27
20Yr,17.2,17,17.1,16.88,16.68,16.55,16.45,16.23,16.2,16.25,16.05,15.13,14.63,14.6,16.3
25Yr,15.73,15.65,15.55,15.65,15.28,15.22,15.1,15.05,14.97,14.95,14.7,14.38,14.15,14.03,13.72
30Yr,14.53,14.4,14.3,14.2,14.05,14,13.9,13.7,13.8,13.85,14.88,13.6,13.4,13.3,17.7
