Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.81125,0,2.81125,2.81125,0.992867
EDU08   ,2.85228,0,2.85228,2.90407,0.990753
EDZ08   ,3.00861,0,3.00861,2.95494,0.983275
EDH09   ,2.98681,0,2.98681,2.98824,0.975907
EDM09   ,3.10939,0,3.10939,3.03533,0.968296
EDU09   ,3.32137,0,3.32137,3.09915,0.960234
EDZ09   ,3.60275,0,3.60275,3.18261,0.951568
2 YR,3.339,0,3.339,3.34531,0.935628
3 YR,3.6915,0,3.6915,3.71001,0.895491
4 YR,3.912,0,3.912,3.94052,0.855484
5 YR,4.0855,0,4.0855,4.12458,0.815356
6 YR,4.225,0,4.225,4.27481,0.775858
7 YR,4.35,0,4.35,4.41219,0.736758
8 YR,4.4405,0,4.4405,4.51209,0.699717
9 YR,4.517,0,4.517,4.59789,0.664231
10 YR,4.5825,0,4.5825,4.67244,0.630104
11 YR,4.635,0,4.635,4.73251,0.597792
12 YR,4.6855,0,4.6855,4.79207,0.566506
15 YR,4.787,0,4.787,4.91185,0.482934
20 YR,4.873,0,4.873,5.0114,0.371603
25 YR,4.9105,0,4.9105,5.04941,0.287418
30 YR,4.92,0,4.92,5.04461,0.224273
40 YR,4.943,0,4.943,5.06087,0.135449
50 YR,4.918,0,4.918,4.94412,0.086987
