Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,45.85,50.2,45.75,43.5,41.9,38.35,35.33,33.1,30.7,28.38,26.7,24.65,23.9,23.05,21.8
3Mo,44.6,46.22,43.03,40.08,38,35.3,32.9,30.25,28.75,26.75,25.3,23.4,22.6,22.1,21.7
6Mo,43.4,40.85,38.2,35.9,34.2,32.1,30.2,28,26.95,25.5,23.9,22.75,21.5,21,20.7
9Mo,41.25,38,35.95,33.77,32,30.2,28.6,26.45,25.55,24.65,23.45,21.65,20.95,20.5,20.25
1Yr,38.7,35.2,33.7,31.42,29.8,28.3,27,25.15,24.45,23.48,22.55,21.4,20.4,20.1,19.8
2Yr,29.8,28.3,27.5,26.5,25.25,24.45,23.5,23.1,22.5,21.6,20.75,19.7,19.1,18.8,18.7
3Yr,26.23,25.42,24.7,24,23.3,22.7,21.83,21.65,21,20.4,19.65,18.7,18.25,18.4,18
4Yr,23.93,23.5,22.55,22.2,21.45,20.95,20.5,20.35,20,19.38,18.7,18.15,17.45,17.6,17.3
5Yr,22,21.2,20.73,20.33,20.05,19.75,19.4,19.4,19,18.7,17.95,17.2,16.7,16.8,16.35
6Yr,20.6,19.8,19.7,19.45,19.15,18.85,18.5,18.4,18.1,17.75,17.15,16.35,16.05,15.95,15.8
7Yr,19.02,18.77,18.6,18.38,18.5,18,17.63,17.65,17.45,17.2,16.45,15.85,15.32,15.45,15.4
8Yr,18.1,17.75,17.65,17.45,17.25,17.05,16.9,16.7,16.55,16.3,15.95,15.45,15.15,14.85,14.75
9Yr,17.25,16.95,16.75,16.55,16.45,16.2,16.25,16,15.85,15.7,15.4,15.05,14.8,14.35,14.3
10Yr,17.2,16.4,16.25,16.3,16,16.2,15.7,15.9,15.45,15.4,14.8,14.1,13.78,13.9,13.9
15Yr,15.2,15.1,14.65,14.7,14.6,14.5,14.3,14.2,14,13.95,13.55,13.05,12.9,12.8,12.75
20Yr,13.45,13.9,13.5,13.45,13.7,13.6,13.1,13,12.85,12.7,12.3,11.8,11.6,11.5,11.4
25Yr,13.25,12.75,12.65,13.4,13.3,13.2,12.25,12.15,12,11.9,11.45,10.8,11.3,10.5,11.2
30Yr,12.95,12.4,12.3,12.2,12.1,11.95,11.85,11.8,11.6,11.45,10.95,10.3,10.15,10,9.8
