Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.8825,0,3.8825,3.8825,0.99007
EDZ08   ,3.22902,0,3.22902,3.56656,0.983735
EDH09   ,2.62715,0,2.62715,3.26324,0.977245
EDM09   ,2.6395,0,2.6395,3.11986,0.970768
EDU09   ,2.7211,0,2.7211,3.04552,0.964136
EDZ09   ,3.02695,0,3.02695,3.04427,0.956815
EDH10   ,3.19708,0,3.19708,3.07872,0.949145
2 YR,3.136,0,3.136,3.1356,0.939671
3 YR,3.427,0,3.427,3.43726,0.90264
4 YR,3.665,0,3.665,3.68722,0.864032
5 YR,3.82805,0,3.82805,3.86007,0.825997
6 YR,3.941,0,3.941,3.98064,0.789392
7 YR,4.0525,0,4.0525,4.10252,0.752563
8 YR,4.142,0,4.142,4.20137,0.716871
9 YR,4.176,0,4.176,4.23581,0.68567
10 YR,4.261,0,4.261,4.33514,0.651237
11 YR,4.287,0,4.287,4.3615,0.622129
12 YR,4.326,0,4.326,4.40623,0.592735
15 YR,4.407,0,4.407,4.49947,0.512956
20 YR,4.502,0,4.502,4.61599,0.401386
25 YR,4.51,0,4.51,4.60575,0.320257
30 YR,4.511,0,4.511,4.59078,0.256234
40 YR,4.498,0,4.498,4.53506,0.166333
50 YR,4.4745,0,4.4745,4.45319,0.110563
