Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,4.7525,0,4.7525,4.7525,0.988
EDZ08   ,2.75881,0,2.75881,3.61629,0.984883
EDH09   ,2.31604,0,2.31604,3.15896,0.979151
EDM09   ,2.47704,0,2.47704,2.99257,0.973058
EDU09   ,2.76685,0,2.76685,2.95296,0.9663
EDZ09   ,3.18547,0,3.18547,2.9965,0.958581
EDH10   ,3.43795,0,3.43795,3.07553,0.950323
2 YR,3.195,0,3.195,3.19763,0.938524
3 YR,3.7205,0,3.7205,3.74337,0.894519
4 YR,4.01,0,4.01,4.04729,0.851909
5 YR,3.9458,0,3.9458,3.96969,0.821568
6 YR,4.352,0,4.352,4.42267,0.76915
7 YR,4.427,0,4.427,4.49991,0.732346
8 YR,4.533,0,4.533,4.61764,0.693874
9 YR,4.567,0,4.567,4.65016,0.661099
10 YR,4.546,0,4.546,4.61542,0.633625
11 YR,4.594,0,4.594,4.67111,0.60175
12 YR,4.614,0,4.614,4.69123,0.573242
15 YR,4.529,0,4.529,4.56014,0.508411
20 YR,4.468,0,4.468,4.46302,0.413576
25 YR,4.359,0,4.359,4.28855,0.346095
30 YR,4.3055,0,4.3055,4.20502,0.286956
40 YR,4.181,0,4.181,3.98231,0.206537
50 YR,4.188,0,4.188,4.03435,0.135728
