Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,85.05,93.35,95.65,96.03,97.72,95.3,93.95,93.4,93,93.32,93.55,93.9,97.68,105,109.4
3Mo,67.1,71.57,78.45,81.1,84.4,82.65,81.55,81.5,81.5,81.13,79.9,79.3,84.5,89.3,93.05
6Mo,66.07,66.75,69.65,70.32,71.1,69.95,68.55,67.75,67.9,67.92,68,64.75,67.5,71.8,74.75
9Mo,64.4,61.9,64.58,64.45,65.63,64.1,63.22,63.4,62.95,61.58,61.05,60.3,61.55,62,66.72
1Yr,60.35,57.17,59.38,58.77,59.25,57.7,57.2,56.9,56.3,55.45,51.05,54.3,55.77,57.9,58.15
2Yr,50.92,50.4,49.2,49.23,49.35,48.77,48.5,48.25,47.6,46.6,47.7,47.1,48.67,48.75,49.35
3Yr,46.1,44.6,44.05,44.03,44.4,44.27,43.75,43.4,43.8,42,43.8,42.1,44.88,44.75,45.3
4Yr,41.4,41.9,41.35,41.4,41.45,40.67,39.83,39.3,39.1,38.7,39.6,39.9,41.58,41.6,41.85
5Yr,39.7,38.95,38.95,38.88,38.4,37.38,36.3,36.6,35.7,36.17,37,36.4,39.02,38.65,39.7
6Yr,33.5,34.1,34.5,35.05,34.75,33.9,33,33.15,33.35,33.1,33.7,34.6,35.95,36.85,36.2
7Yr,35.25,35.15,34.38,32.7,32.88,32.15,32.48,31.85,31.7,32.85,33.8,33.55,35.08,35.3,34.65
8Yr,31.45,30.5,30,29.45,29.1,29.3,29.1,29.25,29.55,29.55,30.55,32.05,33.15,32.85,32.05
9Yr,29.45,28.25,27.95,27.75,27.65,27.85,28.2,28.55,28.95,29,30,31.5,32.2,30.7,31.75
10Yr,26.8,26.65,26.85,27.05,28.27,28,29.05,28.4,28.8,29.95,29.85,29.7,30.6,30.45,30.55
15Yr,28.7,29.3,29.9,30.5,31,31.3,31.5,31.6,31.7,28.15,27.95,27.7,29.3,29.1,26.2
20Yr,30.8,31,31.2,31.3,31.2,30.8,30.3,29.8,29.3,31.75,30,27.4,26.9,25.8,27.1
25Yr,27.9,27.4,27.1,26.8,26.7,26.4,26.3,26.2,26.1,26,25.8,25.5,28.55,25.7,27.8
30Yr,24.8,24.8,25,32.3,25.3,25.4,25.4,25.4,25.5,28.05,28.4,29,25.5,29.95,25.2
