Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,92.15,75.65,75.45,64.35,59.92,56.05,58.77,56.5,55.55,57.25,54.17,51.75,53.23,52.95,53.4
3Mo,86.47,72.3,63.3,59.38,56.28,54.55,54.47,52.67,52.13,52.42,49.65,48.9,48.17,47.8,48.3
6Mo,84.97,69.25,60.55,56.75,54.3,52.2,51.55,49.7,49.42,49.38,48.45,45.65,45.4,44.7,45.25
9Mo,84.53,68.57,61.88,56.25,52.38,49.83,48.3,47.75,47.25,46.55,45.85,43.4,42.72,42.45,42.52
1Yr,82.57,67.28,58.75,54.42,50.55,48.33,47.08,45.7,45.13,44.7,42.33,40.23,41.27,40.45,41.4
2Yr,70.88,57.95,50.88,47,44.05,42.7,42.05,40.77,39.85,39.58,39.13,37,37.6,36.67,37.28
3Yr,53.98,47.25,43.17,40.72,39.23,38.3,37.3,36.65,36.2,35.88,35.9,34.2,34.85,33.8,33.65
4Yr,43.7,40,37.75,36.7,35.63,35.3,34.45,33.97,33.63,33.5,33.55,32.4,32.45,31.95,31.77
5Yr,37.2,35.52,34.9,34.13,33.53,33.3,32.6,32.23,31.98,32.08,31.98,30.9,31.18,30.6,30.9
6Yr,33.55,33.13,32.4,32,31.52,31.07,30.83,30.05,30.25,30.15,30.95,29.98,29.77,29.15,29.38
7Yr,32.53,31.98,31.13,31.1,30.68,30.23,30.25,29.4,29.75,30.65,30.55,29.38,29.52,28.9,29.17
8Yr,31.08,30.7,30.15,29.7,29.4,29.35,29.27,28.8,28.8,28.9,29.3,28.7,28.35,28.1,27.77
9Yr,30.15,29.57,29.15,28.9,28.68,28.82,28.68,28.25,28.67,28.45,28.65,28.1,27.73,26.92,27.15
10Yr,29.45,29.13,28.88,28.73,28.65,28.73,28.73,28.52,28.52,28.88,28.75,27.65,27.48,26.85,26.55
15Yr,28.3,28.23,28.38,28.43,28.15,23.15,28.85,28.25,26.55,28.6,27.17,26.95,27.13,26.63,26.7
20Yr,26.42,26.38,26.43,26.48,26.1,26.6,26.1,26.1,26.1,26.1,26.9,25.6,25.4,25.27,24.92
25Yr,25.48,25.9,25.88,26.05,25.77,25.77,26.2,25.88,26.25,25.98,26,25.67,25.3,25,25.05
30Yr,25.55,25.65,25.8,25.9,26.13,26.23,26.25,26.17,26.27,26.33,25.77,25.45,25.08,24.7,28.48
