Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.79063,0,2.79063,2.79063,0.992919
EDU08   ,2.92441,0,2.92441,2.94463,0.988295
EDZ08   ,3.18291,0,3.18291,3.0413,0.980407
EDH09   ,3.29572,0,3.29572,3.13512,0.972307
EDM09   ,3.51285,0,3.51285,3.23671,0.963749
EDU09   ,3.79933,0,3.79933,3.34787,0.954582
EDZ09   ,4.11017,0,4.11017,3.46746,0.944766
2 YR,3.645,0,3.645,3.65583,0.930106
3 YR,4.0255,0,4.0255,4.04975,0.886673
4 YR,4.254,0,4.254,4.28875,0.843788
5 YR,4.4085,0,4.4085,4.45208,0.802388
6 YR,4.5335,0,4.5335,4.58643,0.761795
7 YR,4.646,0,4.646,4.7101,0.721888
8 YR,4.7225,0,4.7225,4.79403,0.684547
9 YR,4.798,0,4.798,4.8795,0.647814
10 YR,4.858,0,4.858,4.94804,0.61329
11 YR,4.9005,0,4.9005,4.99585,0.581123
12 YR,4.953,0,4.953,5.05929,0.549052
15 YR,5.0435,0,5.0435,5.16569,0.465195
20 YR,5.108,0,5.108,5.2344,0.355688
25 YR,5.1395,0,5.1395,5.26518,0.272732
30 YR,5.148,0,5.148,5.26081,0.21059
40 YR,5.132,0,5.132,5.18097,0.129251
50 YR,5.084,0,5.084,4.99831,0.084717
