Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,95.08,76.4,68.05,61.27,56.65,54.05,54.25,52,51.45,52.02,47.75,50.9,49.4,49.75,50.73
3Mo,90.22,75.4,64.58,59.27,55.27,53.03,50.92,50.25,49.83,49.35,47.85,47.6,46.73,47.05,46.58
6Mo,83.5,65.38,58.52,55.13,53.05,49.5,48.35,46.77,46.25,45.53,45.2,43.45,42.92,43.13,43.23
9Mo,78.8,64.15,55.8,52.25,49.3,46.6,45.95,44.65,43.95,43.35,42.7,40.9,40.78,40.7,40.8
1Yr,73,60.7,53.88,49.45,46.33,44.23,43.2,42.65,42.05,41.17,40.15,38.77,38.75,38.85,38.98
2Yr,59.9,49.65,43.75,41.22,39.98,38.95,38.05,37.73,37.13,36.38,36.92,34.83,34.5,34.55,34.4
3Yr,47.05,41.8,38.75,36.9,35.92,35.3,34.85,34.6,34.08,33.65,33.72,32.45,32.25,32.2,31.97
4Yr,39.08,36.53,34.83,33.98,33.33,32.73,32.38,32.25,32.17,31.63,32.42,31.13,30.65,30.8,30.52
5Yr,35.35,33.6,32.95,32.38,31.93,31.73,31.15,31.3,31.05,30.75,31.4,30.27,29.75,29.92,29.77
6Yr,32.8,32.48,32,31.52,31.02,30.8,30.5,30.33,30.23,30.13,30.2,29.9,29.6,29.55,29.45
7Yr,32.02,30.98,30.6,30.25,29.8,29.67,29.63,29.55,29.55,29.73,30.27,29.48,28.45,28.58,28.9
8Yr,31.02,30.6,30.2,29.7,29.52,29.48,29.32,29,29.1,29.1,29.18,28.77,28.52,28.3,28.2
9Yr,30.48,30.05,29.65,29.27,29.05,29,28.82,28.65,29,28.95,28.75,28.4,28.1,28.05,27.73
10Yr,29.45,29.15,28.83,28.52,28.63,28.67,28.68,28.88,28.95,28.73,29.05,28.27,26.8,26.75,27.32
15Yr,27.65,27.85,28.3,28.52,28.52,28.58,28.5,28.63,29.45,28.48,27.85,27.5,26.95,26.9,27.25
20Yr,27.88,28.02,27.98,27.05,27.38,27.45,27.35,27.27,27.05,27.05,27.3,26.98,26.88,27,27.05
25Yr,26.7,26.5,26.45,27,26.55,26.95,26.6,26.83,26.85,26.9,27.33,26.38,26.38,26.48,26.73
30Yr,26.25,26.13,26.4,26.8,26.7,27.1,27.05,26.55,27.05,27.1,26.75,28.7,29.3,27.17,28.15
