Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,91.15,100.63,93.82,89.25,87.78,84.38,81.95,78.55,77.85,80.22,82.9,87,88.13,92.6,95.55
3Mo,80.35,82.28,81.78,78.03,77.18,73.47,70.63,69.4,68.3,67.47,70.65,72.6,75.88,79.3,82.8
6Mo,78.42,74.93,72.72,68.4,67.38,64.17,62.25,61.15,60.4,59.7,61.1,62.3,64.05,66.4,67.65
9Mo,72.58,68.15,64.78,61.83,59.95,57.85,56.73,55.75,55.45,54.6,55.35,56.5,58.1,59.95,60.9
1Yr,66,61.02,57.48,55.35,54,52.25,51.05,49.95,50,49.45,50.25,50.7,51.95,53.6,54.38
2Yr,51.33,47.27,46.05,45.02,44.38,43.55,43.15,43.1,43.1,42.98,45,44.3,45.15,46.3,46.6
3Yr,40.98,40.38,39.73,39.05,39.25,38.98,38.92,39.65,39.55,39.5,41,40.9,41.67,42.8,42.88
4Yr,37.65,36.33,35.9,35.92,36.02,36.08,36.2,36.6,36.9,36.92,37.5,38.2,38.95,39.9,39.75
5Yr,33.2,32.77,33.05,33.25,33.65,33.8,34.05,34.6,34.8,34.83,35.45,36.1,36.52,37.2,37.2
6Yr,31,30.65,31.45,31.95,32.5,32.5,32.45,32.9,33.35,33.6,33.85,34.3,34.65,36.6,35.05
7Yr,29.45,29.48,29.93,30.4,30.95,31.25,31.52,32.1,32.3,32.23,32.65,33,33,36,33.4
8Yr,29.35,28.4,29.2,29.45,29.7,30.2,30.15,30.7,30.85,30.75,30.95,31.25,31.6,33.1,31.35
9Yr,28.6,28.3,28.85,29.05,29.2,29.5,29.9,30.15,30.25,30.15,30.5,31.1,31.15,33.4,30.3
10Yr,27.05,27.52,28.13,28.73,29.25,29.5,29.57,30,29.95,29.77,29.88,30.1,29.6,29.5,29
15Yr,28.2,28.3,28.6,28.45,28.35,27.6,28.3,28.25,28.3,28.25,27.65,26.85,26,25.7,25.55
20Yr,26.9,30.35,27.1,27.2,27.3,27.2,27,26.9,26.7,27.85,26.85,25.4,24.6,24.5,24.5
25Yr,29.55,26.2,25.9,25.8,25.8,25.6,25.3,25.1,23.95,24.6,24.2,23.7,24.85,23.4,23.75
30Yr,23.7,27.85,29.95,29.5,26.3,29.4,26.75,29.2,29.1,26,26,26.1,26,25.85,25.75
