Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,83.82,70.78,67.7,62.5,58.48,54.77,56.02,52.73,53.75,53.3,53.8,52.38,52.27,52.67,53.05
3Mo,80.32,71.25,63.08,59.45,57.27,54.25,53.6,52.08,52.15,51.67,49.88,49.72,48.13,48.65,48.97
6Mo,80.8,68.05,60.55,57.8,55.58,52.45,50.95,49.6,49.25,48.3,46.67,45.9,44.92,45.15,45.6
9Mo,82.35,66.78,59.4,55.5,52.83,50.25,48.52,48,47,45.75,45.2,43.15,42.42,42.65,42.67
1Yr,78.88,64.03,57.73,53.05,50.3,47.77,46.92,45.88,45.35,43.95,42.98,41.02,40.73,40.85,40.45
2Yr,68.1,55.47,48.55,45.33,43.72,42.55,41.48,40.7,40.3,39.33,37.3,37.17,36.63,36.38,36.55
3Yr,54.52,47.3,43.2,40.55,39.5,38.63,37.6,37.75,37.05,35.95,36.25,34.73,34.08,34.23,33.98
4Yr,44.08,40.55,38.27,37.17,36.25,35.95,35.02,34.97,34.65,34,32.3,33.4,32.63,32.95,33.02
5Yr,38.85,36.83,36.08,35.3,34.6,34.3,33.63,33.75,33.35,33.02,31.02,32.15,31.8,32.1,32
6Yr,35.58,35,34.8,34,33.4,33.1,32.58,32.8,32.6,32.5,32.08,31.72,31.45,31.4,31.35
7Yr,35.55,34.4,33.45,32.55,31.9,32.08,31.7,31.7,31.7,31.7,29.75,30.77,30.6,30.55,30.7
8Yr,33.4,32.65,32.02,31.45,31.08,31.13,31.02,31.1,31.08,31.38,30.93,30.48,30.15,30.1,30.05
9Yr,31.98,31.5,31.1,30.75,30.4,30.52,30.17,30.45,30.55,30.65,30.55,30.02,29.68,29.42,29.55
10Yr,30.75,30.5,30.48,30,29.88,29.92,29.9,30.27,30.38,30.23,28.08,29.6,28.75,28.63,28.77
15Yr,29.3,28.95,29.65,29.83,29.9,30.02,29.92,30.05,30.6,29.83,28.85,28.55,28.3,28.25,28.55
20Yr,27.45,27.77,27.98,27.93,27.95,28.07,28,27.83,27.85,27.98,28.48,26.85,26.98,27.48,28.38
25Yr,27.05,27,27.25,27.1,27.23,27.3,27.27,27.45,27.55,27.67,28.85,28.15,28.65,29.17,29.52
30Yr,27.3,27.4,27.57,27.8,28.05,28.45,28.73,29,29.48,29.75,27.85,30.5,31.08,31.43,31.08
