Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,83.6,82.45,68.25,61.55,57.45,53.45,50.55,47.35,45.95,45.9,46.02,46.25,48.75,45.63,49.95
3Mo,76.25,70.65,60.15,54.65,51.15,47.95,45.65,43.2,42.13,42.05,43.05,40.25,43.85,39.85,44.25
6Mo,70.45,62.15,52.8,48.35,45.75,43.2,41.35,39.4,38.55,38.55,38.05,36.3,38.65,35.6,38.85
9Mo,65.1,55.55,48.23,44.6,42.45,40.3,38.8,36.55,36.65,36.2,36.15,36.15,36.3,36.75,36.55
1Yr,59.25,48.45,43.35,40.35,38.65,36.9,35.75,34.1,33.7,34,34.4,32.55,33.92,31.95,34.1
2Yr,36.95,34.75,32.75,31.65,30.8,30.15,29.85,28.7,28.55,29.15,29.1,28.2,29.55,27.98,29.75
3Yr,31.1,29.52,28.75,28.05,27.65,27.55,27.25,26.45,26.7,27.25,26.08,26.57,27.75,26.6,28.15
4Yr,26.65,26.15,25.65,25.45,25.48,25.3,25.2,24.7,24.75,25.3,25.9,25,25.95,24.9,26.15
5Yr,24.15,23.75,23.57,23.85,23.75,23.7,23.75,23.33,23.4,23.95,24.4,23.85,24.45,23.68,24.65
6Yr,22.35,22.1,22.4,22.6,22.65,22.8,22.75,22.65,23,22.9,22.95,23.1,23,24.1,23.2
7Yr,21.15,21.45,21.55,21.65,21.95,22.05,22.15,21.75,21.75,22.15,22.4,21.63,22.13,21,22.25
8Yr,21.2,20.3,20.6,20.8,21.05,21.2,21.3,21.4,21.45,21.35,21.4,21.5,21.4,22.08,21.1
9Yr,19.9,19.6,19.9,20.2,20.4,20.45,20.7,20.65,20.65,20.6,20.7,20.85,20.55,20.35,20.15
10Yr,19.25,19.55,20.25,20.45,20.35,20.35,20.3,20.15,20.1,20.25,19.92,19.5,19.7,17.45,19.55
15Yr,18.95,19.2,19.45,19.8,19.8,19.6,19.4,19.2,19,19.05,18.55,17.85,16.05,15.95,17
20Yr,18.35,18.3,18.25,18.15,18.1,17.95,17.75,17.55,17.4,17.3,16.08,14.3,14.25,14.35,14.5
25Yr,17.5,17.5,17.4,17.4,17.3,17.1,17,16.8,16.25,16.6,16.4,16.1,16.3,15.95,15.95
30Yr,16.8,16.7,16.6,16.5,16.5,16.4,16.3,16.2,16.2,16.45,16.25,16.05,16.1,15.57,15.4
