Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.79125,0,2.79125,2.79125,0.992917
EDU08   ,2.91918,0,2.91918,2.92798,0.987164
EDZ08   ,3.12749,0,3.12749,3.00467,0.979421
EDH09   ,3.23009,0,3.23009,3.08624,0.971489
EDM09   ,3.43199,0,3.43199,3.17712,0.963134
EDU09   ,3.69321,0,3.69321,3.27664,0.954225
EDZ09   ,3.99375,0,3.99375,3.38639,0.944688
2 YR,3.525,0,3.525,3.53424,0.932331
3 YR,3.887,0,3.887,3.90872,0.890359
4 YR,4.103,0,4.103,4.13427,0.848817
5 YR,4.26,0,4.26,4.30045,0.808268
6 YR,4.391,0,4.391,4.44158,0.768297
7 YR,4.503,0,4.503,4.5644,0.72912
8 YR,4.594,0,4.594,4.66557,0.691454
9 YR,4.67,0,4.67,4.75127,0.655332
10 YR,4.736,0,4.736,4.82691,0.620504
11 YR,4.787,0,4.787,4.88551,0.587969
12 YR,4.831,0,4.831,4.93679,0.556983
15 YR,4.925,0,4.925,5.04734,0.473452
20 YR,5.002,0,5.002,5.13469,0.362773
25 YR,5.043,0,5.043,5.18103,0.278381
30 YR,5.039,0,5.039,5.14797,0.217654
40 YR,5.0435,0,5.0435,5.12167,0.132275
50 YR,5.0315,0,5.0315,5.05527,0.082385
