Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,1.425,0,1.425,1.425,0.996411
EDH09   ,1.0594,0,1.0594,1.2305,0.994495
EDM09   ,1.12818,0,1.12818,1.20381,0.991667
EDU09   ,1.25144,0,1.25144,1.22057,0.98854
EDZ09   ,1.4092,0,1.4092,1.26081,0.985031
EDH10   ,1.52146,0,1.52146,1.31167,0.981257
EDM10   ,1.72824,0,1.72824,1.37862,0.976989
2 YR,1.484,0,1.484,1.48632,0.970818
3 YR,1.749,0,1.749,1.75575,0.948909
4 YR,1.9525,0,1.9525,1.96439,0.924686
5 YR,2.133,0,2.133,2.15156,0.898469
6 YR,2.251,0,2.251,2.27443,0.873108
7 YR,2.3095,0,2.3095,2.33447,0.850044
8 YR,2.436,0,2.436,2.47079,0.82164
9 YR,2.495,0,2.495,2.53319,0.797275
10 YR,2.5625,0,2.5625,2.60648,0.771739
11 YR,2.633,0,2.633,2.68466,0.745707
12 YR,2.647,0,2.647,2.69697,0.72508
15 YR,2.7325,0,2.7325,2.79037,0.659903
20 YR,2.7425,0,2.7425,2.78844,0.574741
25 YR,2.7055,0,2.7055,2.72888,0.507831
30 YR,2.707,0,2.707,2.72704,0.44371
40 YR,2.754,0,2.754,2.79609,0.329332
50 YR,2.9264,0,2.9264,3.13702,0.210889
