Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.20375,0,3.20375,3.20375,0.991967
EDZ08   ,3.39892,0,3.39892,3.33693,0.983951
EDH09   ,2.82706,0,2.82706,3.19047,0.976969
EDM09   ,2.66945,0,2.66945,3.07683,0.970421
EDU09   ,2.54614,0,2.54614,2.97658,0.964215
EDZ09   ,2.77711,0,2.77711,2.94426,0.957494
EDH10   ,2.90739,0,2.90739,2.94991,0.950508
2 YR,3.0485,0,3.0485,3.04843,0.941286
3 YR,3.349,0,3.349,3.35972,0.904879
4 YR,3.565,0,3.565,3.58581,0.86731
5 YR,3.7195,0,3.7195,3.74932,0.830412
6 YR,3.825,0,3.825,3.86164,0.794939
7 YR,3.97865,0,3.97865,4.03174,0.756226
8 YR,4.075,0,4.075,4.13819,0.720596
9 YR,4.1585,0,4.1585,4.23194,0.685984
10 YR,4.2285,0,4.2285,4.31143,0.652595
11 YR,4.2965,0,4.2965,4.39083,0.620093
12 YR,4.3355,0,4.3355,4.43427,0.590787
15 YR,4.44,0,4.44,4.55667,0.508734
20 YR,4.521,0,4.521,4.6473,0.398987
25 YR,4.5455,0,4.5455,4.663,0.315888
30 YR,4.563,0,4.563,4.67685,0.249848
40 YR,4.578,0,4.578,4.67577,0.157429
50 YR,4.55975,0,4.55975,4.59386,0.103201
