Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.80063,0,2.80063,2.80063,0.99274
EDU08   ,2.80957,0,2.80957,2.85964,0.989331
EDZ08   ,3.02325,0,3.02325,2.92974,0.981828
EDH09   ,3.1363,0,3.1363,3.01139,0.974105
EDM09   ,3.33374,0,3.33374,3.10184,0.965965
EDU09   ,3.61056,0,3.61056,3.20454,0.957228
EDZ09   ,3.93679,0,3.93679,3.32105,0.947797
2 YR,3.495,0,3.495,3.50432,0.932789
3 YR,3.861,0,3.861,3.88293,0.891035
4 YR,4.09,0,4.09,4.1224,0.849405
5 YR,4.241,0,4.241,4.28167,0.809107
6 YR,4.378,0,4.378,4.42944,0.768845
7 YR,4.493,0,4.493,4.55554,0.72938
8 YR,4.5855,0,4.5855,4.65846,0.691839
9 YR,4.659,0,4.659,4.74091,0.655929
10 YR,4.7245,0,4.7245,4.8159,0.621336
11 YR,4.7765,0,4.7765,4.87568,0.588669
12 YR,4.8225,0,4.8225,4.92948,0.557309
15 YR,4.9205,0,4.9205,5.04551,0.473578
20 YR,5.0015,0,5.0015,5.13851,0.362503
25 YR,5.037,0,5.037,5.17399,0.278859
30 YR,5.0485,0,5.0485,5.17401,0.215972
40 YR,5.066,0,5.066,5.17647,0.129441
50 YR,5.0485,0,5.0485,5.08365,0.081264
