Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.18125,0,2.18125,2.18125,0.994517
EDZ08   ,2.05478,0,2.05478,2.08278,0.993689
EDH09   ,1.87312,0,1.87312,2.00989,0.989006
EDM09   ,1.90554,0,1.90554,1.99236,0.984265
EDU09   ,1.97203,0,1.97203,1.99392,0.979383
EDZ09   ,2.10763,0,2.10763,2.01704,0.974193
EDH10   ,2.13235,0,2.13235,2.04402,0.96897
2 YR,2.133,0,2.133,2.13481,0.958363
3 YR,2.3975,0,2.3975,2.40785,0.930713
4 YR,2.6615,0,2.6615,2.68128,0.89894
5 YR,2.852,0,2.852,2.88056,0.866685
6 YR,2.985,0,2.985,3.0207,0.835365
7 YR,3.078,0,3.078,3.11893,0.805081
8 YR,3.116,0,3.116,3.15689,0.77835
9 YR,3.149,0,3.149,3.19041,0.752112
10 YR,3.19,0,3.19,3.23444,0.725527
11 YR,3.142,0,3.142,3.17319,0.707231
12 YR,3.206,0,3.206,3.24819,0.679207
15 YR,3.198,0,3.198,3.23041,0.618357
20 YR,3.156,0,3.156,3.16744,0.533378
25 YR,3.11,0,3.11,3.10085,0.463353
30 YR,3.104,0,3.104,3.09308,0.398158
40 YR,2.9678,0,2.9678,2.87414,0.319297
50 YR,3.059,0,3.059,3.06755,0.218228
