Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,73.47,64.15,62.52,54.25,48.6,46.3,48.95,46.5,47.47,47.75,48.55,44.83,44.75,42.75,44.58
3Mo,76.42,69.08,60.5,54.95,51.15,51.15,49.95,49.33,49.22,49.4,47.28,46.15,44.8,44.88,45.55
6Mo,75.9,73.8,59.4,54.85,51.52,50.5,50.1,49.05,48.78,48.67,45.98,45.15,44.52,44.23,44.83
9Mo,76.65,68.72,59.15,54.4,51.08,49.55,48.8,48.3,47.88,47.38,46.33,44.23,43.6,43.4,43.6
1Yr,76.5,67.03,57.45,53.28,50.2,48.88,47.98,47.08,46.65,46.13,43.72,41.6,42.9,42.3,43.2
2Yr,74.65,59.25,52.6,48.78,46.92,44.88,44.03,42.8,41.98,41.63,39.7,38.75,39.08,38.4,39
3Yr,58.15,50.4,45.98,43.5,42.15,41.15,40.1,39.42,38.65,38.13,36.7,36.42,36.65,35.85,35.67
4Yr,48.42,43.55,41.2,39.77,38.83,38.48,37.4,36.5,35.95,35.92,34.8,34.72,34.77,34.22,34.42
5Yr,41.1,39.7,38.48,37.6,36.9,36.65,35.58,34.92,34.5,34.67,33.65,33.67,33.92,33.25,33.72
6Yr,37.55,36.7,36.1,35.33,34.38,33.98,33.55,32.75,32.65,32.75,33.55,32.65,32.48,32.27,32.15
7Yr,35.5,35.55,34.92,34.15,33.4,33.08,32.7,32.45,32.55,33.1,32.1,31.9,32,31.42,31.82
8Yr,34.7,33.95,32.95,32.25,31.65,31.53,31.58,31.15,31.25,31.35,31.77,31.38,30.88,30.75,30.6
9Yr,33.6,32.27,31.63,31.08,30.83,30.92,30.82,30.58,31.15,30.88,31.2,30.7,30.32,28.02,30.02
10Yr,32.15,31.4,30.92,30.65,30.5,30.67,29.95,30.7,30.83,31.38,30.27,30.05,29.93,29.45,29.42
15Yr,30.55,30.25,30.63,30.63,30.68,30.7,30.63,30.8,30.93,30.77,29.32,29.4,28.73,28.8,28.95
20Yr,28.88,28.77,28.8,28.85,28.82,28.8,28.65,28.5,28.45,27.77,29.13,27.17,27.08,27.25,27.35
25Yr,28,27,27.55,27.82,27.93,28,27.8,28.25,28.43,28.57,28.38,27.4,27.63,27.55,27.42
30Yr,27.9,27.98,28.1,28.27,28.52,28.77,28.85,28.65,30.1,28.83,28.2,30.1,27.67,27.55,28.15
