Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,49.2,50.05,45.95,43.75,42.5,40.6,37.85,36.25,34.7,33.05,31.63,29.55,27.5,26.9,26.5
3Mo,47,44.15,40.65,39.13,38.02,35.88,33.9,32.45,31.35,29.8,29,26.65,25.4,25.1,24.7
6Mo,43.55,39.25,36.67,35.38,34.3,32.5,30.95,29.6,28.8,27.75,26.95,24.7,23.75,23.5,23.08
9Mo,40.38,36.77,34.27,33.7,32.75,31.2,29.3,28.2,27.6,26.38,25.5,24.2,23.13,23.05,22.38
1Yr,37.05,33.65,32.1,31.3,30.3,28.45,27.82,26.7,26.95,25,25.55,23.9,22,22.3,21.55
2Yr,27.85,27.3,26.88,26.18,25.6,25.05,24.15,23.6,23.1,22.4,23.05,20.9,20.2,20.5,20.2
3Yr,25.5,25.33,24.6,24.05,23.6,23.2,22.55,22.15,21.6,21.07,21.1,20,19.35,19.4,19
4Yr,23.92,23.4,22.92,22.4,22.02,21.7,21.2,20.85,20.55,20.1,20.65,19.1,18.55,18.55,18.23
5Yr,21.8,21.52,21.23,20.95,20.68,20.45,20,19.9,19.65,19.2,19.6,18.5,17.85,18.05,17.8
6Yr,20.7,20.4,20.15,19.9,19.55,19.3,18.9,18.7,18.5,18.15,17.8,17.35,17.15,17,16.8
7Yr,19.05,19.23,19.15,18.95,18.68,18.43,18.1,18,17.75,17.4,17.8,16.7,16.3,16.4,16.2
8Yr,18.5,18.25,18.2,17.9,17.75,17.4,17.15,17,16.85,16.6,16.4,16.1,16,15.65,15.45
9Yr,17.35,17.25,17.1,16.95,16.8,16.55,16.6,16.3,16.25,16,15.9,15.75,15.55,14.85,14.9
10Yr,16.5,16.2,16.15,16.25,16.3,16.15,16,15.9,15.8,15.45,15.7,14.9,14.47,14.6,14.6
15Yr,15,15,15.05,14.9,14.9,14.7,14.5,14.3,14.2,14.2,13.85,13.4,13.1,13.1,13.05
20Yr,13.9,13.8,13.8,13.8,13.8,13.8,13.55,13.45,13.25,12.95,12.65,12.3,12.1,11.95,11.85
25Yr,13.8,13.9,13.95,13.75,13.8,13.45,13.2,13.9,12.75,12.5,12.15,11.7,11.45,11.25,11.1
30Yr,14.3,13.6,13.6,13.5,13.5,13.1,12.75,12.55,12.3,12.1,11.8,11.35,11.15,10.95,10.7
