Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,0.57575,0,0.57575,0.57575,0.998547
EDH12   ,0.68922,0,0.68922,0.64677,0.996937
EDM12   ,0.75781,0,0.75781,0.69086,0.995031
EDU12   ,0.79084,0,0.79084,0.71903,0.993046
EDZ12   ,0.80831,0,0.80831,0.73762,0.991021
EDH13   ,0.79525,0,0.79525,0.75043,0.989033
EDM13   ,0.81167,0,0.81167,0.76198,0.987008
2 YR,0.77695,0,0.77695,0.77834,0.984562
3 YR,0.912,0,0.912,0.91439,0.973002
4 YR,1.1275,0,1.1275,1.1335,0.955795
5 YR,1.371,0,1.371,1.38381,0.933371
6 YR,1.5942,0,1.5942,1.61602,0.907945
7 YR,1.7889,0,1.7889,1.82108,0.880734
8 YR,1.952,0,1.952,1.99561,0.853071
9 YR,2.07815,0,2.07815,2.13109,0.826311
10 YR,2.193,0,2.193,2.25609,0.799039
11 YR,2.2955,0,2.2955,2.36906,0.771773
12 YR,2.3778,0,2.3778,2.46024,0.745703
15 YR,2.557,0,2.557,2.66133,0.672625
20 YR,2.674,0,2.674,2.7862,0.574995
25 YR,2.732,0,2.732,2.84524,0.493468
30 YR,2.772,0,2.772,2.88758,0.423094
40 YR,2.784,0,2.784,2.8777,0.3189
50 YR,2.7465,0,2.7465,2.78541,0.250801
