Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,79.82,71.85,75.95,61.5,53.52,45.1,40.4,37.08,34.92,33.38,32.72,28.8,27.17,26.7,26.13
3Mo,76.17,69.63,73.08,61.25,51.63,44.78,40.42,37.58,35.63,33.97,32.47,29.23,27.2,26.75,25.98
6Mo,76.97,71.97,68.75,57.03,49,43.08,39.55,37.33,35.63,34.13,32.6,29.45,27.23,26.7,26.15
9Mo,81.93,72.15,64.4,53.4,46.8,41.5,38.77,36.77,35.27,33.83,32.38,29.18,27.15,26.75,25.9
1Yr,81.95,71.32,60.38,49.9,44.6,40.55,37.3,36.05,34.72,33.1,31.63,28.83,26.88,26.38,25.93
2Yr,70.15,55.3,45.9,40.23,37.23,34.98,33,31.9,30.85,30.15,29.15,26.77,25.43,25.15,24.8
3Yr,48.73,40.75,36.3,33.7,32,30.77,29.38,29.07,28.43,27.42,27.05,25.15,23.95,23.82,23.25
4Yr,35.88,32.5,30.55,29.27,28.4,27.75,26.77,26.73,26.1,25.57,25.33,23.8,22.73,22.68,22.4
5Yr,30.02,28.75,27.88,26.8,26.27,25.75,25.2,24.92,24.88,24.35,23.98,22.8,21.77,21.77,21.58
6Yr,27.05,26.27,25.6,25.13,24.7,24.33,23.9,23.7,23.5,23.3,22.9,21.77,21.05,20.8,20.8
7Yr,25.27,24.6,24.3,23.67,23.2,22.93,22.6,22.7,22.6,22.45,21.98,21,20.05,20.05,19.85
8Yr,23.95,23.42,23,22.58,22.2,22.05,21.85,21.8,21.7,21.6,21.33,20.13,19.63,19.33,19.2
9Yr,22.8,22.23,21.95,21.6,21.35,21.25,20.95,21,21,21,20.5,19.8,19.1,18.65,18.7
10Yr,21.42,21.35,20.8,20.55,20.65,20.3,20.17,20.3,20.48,20.13,19.7,19,18.02,18.13,18.13
15Yr,19.52,19.42,19.23,19.2,19.05,19.1,18.95,18.92,18.88,18.7,18.32,17.38,16.65,16.55,16.48
20Yr,17.8,17.82,17.73,17.63,17.52,17.43,17.27,17.13,17.08,17.17,16.73,16.05,15.45,15.45,15.35
25Yr,16.42,16.4,16.25,16.17,16.05,15.9,15.8,15.65,15.63,15.57,15.45,14.85,14.72,14.68,14.38
30Yr,15.15,15.07,14.95,14.82,14.72,14.63,14.57,14.38,18.4,14.47,15.47,14.05,13.88,13.78,18.7
