Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,81.05,78.75,75.9,66.53,60.85,55.1,53.5,51.88,50.25,50.13,47.3,46,45.67,46.1,46.05
3Mo,82.55,74.82,68.3,60.55,56.58,52.83,50.33,49,47.72,46.8,45.25,42.75,42,41.9,41.48
6Mo,86.03,71.58,63.95,58.7,54.1,50.5,48.08,46.75,45.6,44.47,43.33,40.95,40.75,39.73,40.03
9Mo,85.32,70.83,61.67,55.88,51.85,48.35,46.13,44.88,43.92,42.53,41.67,39.5,38.67,38.33,38.65
1Yr,82.82,69.25,59.4,53.25,49.33,46.1,44.15,42.6,41.98,40.65,39.52,37.88,37.15,36.85,37.45
2Yr,69.72,54.75,47.7,43.25,41.25,39.55,38.22,37.5,36.72,35.8,35.6,33.77,33.28,33.03,32.8
3Yr,50.35,43.58,39.5,37.13,35.77,34.8,33.95,33.67,33.08,32.45,32.58,30.73,30.68,30.48,30.45
4Yr,39.58,36.27,34.38,33.3,32.6,32.15,31.3,31.02,30.75,30.25,30.65,29.3,29.05,28.9,28.98
5Yr,34,32.5,31.75,31.15,30.7,30.43,29.85,29.57,29.4,29.3,29.38,27.88,28.1,27.88,28
6Yr,30.27,30.23,29.73,29.35,28.88,28.68,28.4,27.98,27.88,27.77,28.17,27.3,27.08,26.9,26.75
7Yr,29.93,29.35,28.88,28.45,28.27,28.1,27.73,27.55,27.1,27.95,28.13,26.42,27,26.25,26.23
8Yr,28.43,28,27.68,27.27,27.2,26.95,26.82,26.38,26.48,26.65,26.75,26.02,25.67,25.55,25.35
9Yr,27.83,27.38,27.1,26.75,26.57,26.58,26.52,26,26.58,26.1,26.25,25.55,25.1,24.5,24.8
10Yr,27.2,26.95,26.65,26.42,26.38,26.43,26.65,26.35,26.33,26.57,26.6,25.02,24.65,24.27,24.08
15Yr,25.42,25.57,25.77,25.95,26.13,25.67,26.07,26.1,26.15,25.92,24.77,24.35,23.7,23.75,24.02
20Yr,24.33,24.4,24.32,24.02,24.52,24.38,24.38,24.2,24.18,24.2,24.7,22.85,23.4,23.73,22.77
25Yr,23.05,23.75,23.88,23.92,23.98,23.3,23.8,23.8,23.73,23.75,24.35,23.9,24.25,24.6,23.98
30Yr,23.5,23.63,23.77,24.2,24.4,24.63,24.63,24.75,24.9,25.02,23.77,25.32,25.55,25.95,26.17
