Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,0.45278,0,0.45278,0.45278,0.998844
EDZ11   ,0.57971,0,0.57971,0.54771,0.998072
EDH12   ,0.67859,0,0.67859,0.60816,0.996363
EDM12   ,0.6919,0,0.6919,0.63731,0.994624
EDU12   ,0.69965,0,0.69965,0.65343,0.992868
EDZ12   ,0.70186,0,0.70186,0.66261,0.991109
EDH13   ,0.68854,0,0.68854,0.66911,0.989387
2 YR,0.682,0,0.682,0.68218,0.986472
3 YR,0.804,0,0.804,0.80518,0.976181
4 YR,1.0395,0,1.0395,1.04445,0.959132
5 YR,1.309,0,1.309,1.32137,0.93627
6 YR,1.5625,0,1.5625,1.58529,0.909607
7 YR,1.781,0,1.781,1.81584,0.881143
8 YR,1.9575,0,1.9575,2.00428,0.852532
9 YR,2.1045,0,2.1045,2.16298,0.82387
10 YR,2.227,0,2.227,2.29669,0.795787
11 YR,2.336,0,2.336,2.41723,0.767742
12 YR,2.426,0,2.426,2.5175,0.74066
15 YR,2.6151,0,2.6151,2.73037,0.665687
20 YR,2.752,0,2.752,2.87965,0.564495
25 YR,2.8175,0,2.8175,2.94723,0.48122
30 YR,2.8566,0,2.8566,2.98631,0.410955
40 YR,2.868,0,2.868,2.97196,0.307268
50 YR,2.8345,0,2.8345,2.88336,0.238978
