Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.81063,0,2.81063,2.81063,0.992869
EDU08   ,2.82731,0,2.82731,2.88686,0.991201
EDZ08   ,2.98362,0,2.98362,2.9354,0.983782
EDH09   ,2.95177,0,2.95177,2.96421,0.976496
EDM09   ,3.07427,0,3.07427,3.00908,0.968966
EDU09   ,3.28614,0,3.28614,3.07173,0.960983
EDZ09   ,3.57238,0,3.57238,3.15541,0.952383
2 YR,3.325,0,3.325,3.33158,0.936053
3 YR,3.6645,0,3.6645,3.68251,0.896309
4 YR,3.89,0,3.89,3.91824,0.856047
5 YR,4.052,0,4.052,4.0897,0.816658
6 YR,4.188,0,4.188,4.2361,0.777624
7 YR,4.3035,0,4.3035,4.3625,0.73927
8 YR,4.3975,0,4.3975,4.46676,0.70229
9 YR,4.473,0,4.473,4.55122,0.666714
10 YR,4.537,0,4.537,4.62399,0.632934
11 YR,4.592,0,4.592,4.68743,0.600618
12 YR,4.6405,0,4.6405,4.74432,0.569686
15 YR,4.744,0,4.744,4.86689,0.485929
20 YR,4.8275,0,4.8275,4.96263,0.375003
25 YR,4.8605,0,4.8605,4.99297,0.291441
30 YR,4.8735,0,4.8735,4.99638,0.227524
40 YR,4.8775,0,4.8775,4.96622,0.140546
50 YR,4.8955,0,4.8955,5.00046,0.084617
