Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,71.17,66.5,59.45,57.15,54.8,51,47.75,44.9,42.2,39.3,37.83,35.7,34.4,33.8,33.4
3Mo,63.1,57.35,51.7,48.8,46.55,43.9,41.1,39,37,35,32.5,31.35,30.1,30,29.5
6Mo,56.95,49.55,44.95,42.85,41.25,38.85,37.1,35.2,33.5,31.8,30.55,28.75,27.8,27.4,27.2
9Mo,51.13,44.95,41.35,39.55,38.1,36.1,34.4,32.15,31.3,29.98,28.98,27.5,26.48,26.4,25.95
1Yr,44.7,39.8,37.25,35.75,34.45,32.85,31.45,30.5,29.3,27.9,26.75,26.2,24.9,25.2,24.7
2Yr,32.75,31.25,30.45,29.9,29.2,28,27.25,26.6,25.9,25.3,24.4,24,23.1,23.15,22.9
3Yr,28.88,28.25,27.45,26.82,26.27,26,25,24.7,24.65,23.8,21.32,22.4,22.1,22,21.8
4Yr,26.55,26.2,25.6,25.1,24.7,24.1,23.7,23.3,22.9,22.6,21.95,22,21.2,21.5,21.1
5Yr,24.3,24,23.6,23.4,23,22.6,22.1,22,21.7,21.25,20,20.5,20.5,20.4,20.4
6Yr,23.3,22.5,22.35,22.1,21.8,21.5,21.05,21,20.7,20.35,20.15,19.95,19.8,19.7,19.45
7Yr,21.3,21.35,20.85,20.65,20.55,20.35,20.1,20.1,19.9,19.7,19.2,18.9,18.8,19.15,18.8
8Yr,20.8,20.15,20.05,19.85,19.65,19.4,19.2,19.05,18.95,18.75,18.75,18.75,18.65,18.25,18.15
9Yr,19.75,19.15,18.95,18.85,18.7,18.45,18.5,18.3,18.2,18.05,18.1,18.25,18.1,17.5,17.5
10Yr,18.4,18.35,18.25,18.15,18.1,17.95,17.75,17.9,17.8,17.6,16.8,17.15,16.8,16.8,16.8
15Yr,15.9,15.7,17.1,17.2,15.65,16,16.9,16.8,16.6,16.45,16.15,15.8,16.35,16.15,16.1
20Yr,16.7,16.8,16.7,16.7,16.7,16.5,16.4,16.3,16.1,16.25,15.75,15.1,14.9,14.8,15
25Yr,15.1,16.1,15.2,15,16,15.9,14.95,15.6,15.4,15.3,14.9,14.4,13.35,12.95,12.75
30Yr,15.8,15.05,15.05,15,15,15.6,14.15,15.3,13.6,13.35,12.9,12.25,11.85,11.55,11.4
