Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,4.2075,0,4.2075,4.2075,0.989362
EDZ08   ,3.33405,0,3.33405,3.7621,0.983368
EDH09   ,2.72709,0,2.72709,3.4198,0.976635
EDM09   ,2.73931,0,2.73931,3.2602,0.969919
EDU09   ,2.81073,0,2.81073,3.17471,0.963077
EDZ09   ,3.10635,0,3.10635,3.16485,0.955573
EDH10   ,3.3012,0,3.3012,3.19765,0.947665
2 YR,3.2865,0,3.2865,3.28649,0.936884
3 YR,3.55,0,3.55,3.55997,0.899551
4 YR,3.751,0,3.751,3.77081,0.860932
5 YR,3.896,0,3.896,3.92472,0.823293
6 YR,4.0095,0,4.0095,4.04661,0.786335
7 YR,4.1245,0,4.1245,4.17305,0.748931
8 YR,4.205,0,4.205,4.26174,0.713654
9 YR,4.2775,0,4.2775,4.34316,0.679295
10 YR,4.3485,0,4.3485,4.42489,0.645307
11 YR,4.377,0,4.377,4.45449,0.615858
12 YR,4.4325,0,4.4325,4.52108,0.584799
15 YR,4.505,0,4.505,4.60195,0.505367
20 YR,4.552,0,4.552,4.64645,0.399053
25 YR,4.544,0,4.544,4.613,0.319771
30 YR,4.5595,0,4.5595,4.63047,0.253269
40 YR,4.5065,0,4.5065,4.48847,0.169392
50 YR,4.519,0,4.519,4.52194,0.106895
