Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.235,0,2.235,2.235,0.994321
EDZ08   ,1.91466,0,1.91466,2.00966,0.993026
EDH09   ,1.82326,0,1.82326,1.95127,0.98847
EDM09   ,1.91614,0,1.91614,1.95501,0.983705
EDU09   ,2.08332,0,2.08332,1.99086,0.978552
EDZ09   ,2.3448,0,2.3448,2.0585,0.972786
EDH10   ,2.51062,0,2.51062,2.13855,0.966652
2 YR,2.313,0,2.313,2.31775,0.954957
3 YR,2.811,0,2.811,2.82977,0.919014
4 YR,3.222,0,3.222,3.25948,0.878607
5 YR,3.521,0,3.521,3.57675,0.837564
6 YR,3.714,0,3.714,3.78289,0.798633
7 YR,3.914,0,3.914,4.00282,0.757728
8 YR,4.026,0,4.026,4.12411,0.721228
9 YR,4.115,0,4.115,4.22148,0.686537
10 YR,4.18,0,4.18,4.29206,0.653911
11 YR,4.217,0,4.217,4.32937,0.624284
12 YR,4.245,0,4.245,4.35681,0.596185
15 YR,4.257,0,4.257,4.35044,0.524301
20 YR,4.218,0,4.218,4.27004,0.429499
25 YR,4.2185,0,4.2185,4.25972,0.348547
30 YR,4.211,0,4.211,4.23855,0.284143
40 YR,4.1935,0,4.1935,4.19031,0.190366
50 YR,4.1835,0,4.1835,4.15959,0.12765
