Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.51625,0,3.51625,3.51625,0.991094
EDZ08   ,2.59434,0,2.59434,2.95519,0.988657
EDH09   ,2.46744,0,2.46744,2.7902,0.982528
EDM09   ,2.50464,0,2.50464,2.72832,0.976347
EDU09   ,2.54096,0,2.54096,2.69503,0.970116
EDZ09   ,2.62643,0,2.62643,2.68408,0.963718
EDH10   ,2.66105,0,2.66105,2.69106,0.957279
2 YR,2.7715,0,2.7715,2.77241,0.946421
3 YR,3.152,0,3.152,3.16545,0.910083
4 YR,3.463,0,3.463,3.49124,0.870628
5 YR,3.692,0,3.692,3.73441,0.831105
6 YR,3.8485,0,3.8485,3.9019,0.793058
7 YR,3.9715,0,3.9715,4.03514,0.75605
8 YR,4.062,0,4.062,4.13361,0.720854
9 YR,4.12,0,4.12,4.19559,0.688026
10 YR,4.168,0,4.168,4.24751,0.656771
11 YR,4.184,0,4.184,4.2606,0.628924
12 YR,4.197,0,4.197,4.27108,0.602219
15 YR,4.191,0,4.191,4.24806,0.532182
20 YR,4.1415,0,4.1415,4.16277,0.438569
25 YR,4.108,0,4.108,4.10514,0.362078
30 YR,4.0825,0,4.0825,4.06031,0.299425
40 YR,4.053,0,4.053,4.00298,0.20487
50 YR,4.0515,0,4.0515,4.00491,0.137701
