Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,120.88,93.72,82.82,70.88,62.92,59.42,58.98,56.35,55.73,56.3,44.38,49.48,49.15,48.67,48.77
3Mo,111,86.22,78.75,66,59.5,56.65,54.3,52.2,51.27,50.8,48,45.98,44.02,44.15,44.33
6Mo,103.53,82.88,70.57,63.42,58.02,53.95,51.72,49.67,48.73,47.35,43.4,42.45,40.85,40.67,40.88
9Mo,102.5,80.4,68.22,60.65,55.6,51.6,49.8,47.8,46.75,45.48,43.88,40.1,38.55,38.42,38.63
1Yr,96.03,75.1,64.93,57.38,52.63,49.22,47.38,45.53,44.8,43.25,41.25,38.25,37,36.65,36.65
2Yr,81.82,62.35,52.3,46.7,44.25,42.35,41.1,39.85,39.2,38.02,35.45,34.9,33.75,33.42,32.95
3Yr,58.08,48.42,43.53,40.75,39.3,37.6,37.05,36.25,35.25,34.4,34.35,32.55,31.55,31.35,31.02
4Yr,44.98,39.85,37.58,36.35,35.3,34.5,33.75,33.3,32.85,32.13,30.7,30.73,29.83,29.65,29.6
5Yr,37.97,35.7,34.48,33.7,32.98,32.52,31.98,31.63,31.35,30.8,29.25,29.65,28.73,28.65,28.42
6Yr,34.65,33.5,32.63,32.15,31.35,30.9,30.48,30.35,29.95,29.75,29.68,28.8,28.15,27.9,27.9
7Yr,32.45,31.63,30.98,30.18,29.75,29.35,29,29.1,29,29.05,27.8,28.08,27.3,27.2,27.1
8Yr,31,30.23,29.45,28.85,28.55,28.7,28.27,28.2,28.38,28.27,28.08,27.3,26.7,26.55,26.55
9Yr,29.9,29.3,28.42,27.9,27.55,27.7,27.38,27.55,27.6,27.65,27.4,26.75,26.23,25.35,26
10Yr,27.93,27.4,27.42,26.77,26.57,26.6,26.55,26.88,26.95,26.8,25.6,25.85,25,25.05,25.18
15Yr,26.08,26.17,26.23,26.33,26.1,26.4,26.15,26.42,26.5,26.2,25.33,24.6,24.63,24.57,24.55
20Yr,25.15,25.18,25.1,25.2,25.1,25.05,24.95,24.88,24.85,24.6,25.43,24.23,24.2,24.25,24.27
25Yr,24.15,24.27,24.18,24.23,24.05,24.2,24.25,24.3,24.35,24.45,25.27,24.75,25.52,25.6,25.77
30Yr,25.65,25.68,25.65,25.98,25.95,26.13,26.18,26.23,26.4,26.6,24.88,27.1,28.25,28.6,28.05
