Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,85.1,75.6,74.1,64.33,54.55,46.5,42.05,38.97,37.08,35.55,34.63,30.3,28.6,28.3,28.17
3Mo,79.35,71.75,72.57,61.38,52.33,45.92,42.23,39.7,37.77,36.2,34.25,31.13,28.95,28.98,28.75
6Mo,81.15,71.43,68.3,56.92,49.83,44.23,40.63,38.52,37.3,35.8,33.73,31.1,29.25,28.65,28.1
9Mo,83.13,72.78,64.85,53.48,47.3,42.38,39.33,37.92,36.42,35.13,33.8,30.65,28.85,28.33,27.6
1Yr,83.88,71.45,61.1,50.65,45.03,40.9,38.17,37.02,35.77,34.38,32.65,30.27,28.75,28.3,27.73
2Yr,74.3,56.92,46.77,41.35,38.2,36,34.33,33.55,32.4,31.6,30.3,28.2,26.77,26.25,25.9
3Yr,50.15,41.88,37.58,34.95,33.33,32.4,30.9,30.68,29.8,28.93,28,26.4,25.35,25.07,24.77
4Yr,37.15,33.95,31.98,30.67,29.75,29.4,28.1,28.13,27.63,26.93,26.17,25.02,23.98,23.95,23.6
5Yr,31.65,30.15,29.02,27.95,27.25,27.05,26.5,26.32,25.85,25.38,24.8,23.88,22.9,22.6,22.3
6Yr,28.63,27.73,27.17,26.63,25.98,25.63,25.27,24.9,24.8,24.5,24.2,23.15,22.5,22.2,22.15
7Yr,26.77,26.25,25.6,24.95,24.45,24.4,23.85,24,23.9,23.75,23.25,22.27,21.45,21.45,21.3
8Yr,25.4,25,24.38,23.95,23.52,23.38,23.1,22.9,22.9,23,22.73,21.77,21.18,21.05,21.02
9Yr,24.13,23.48,23.3,22.77,22.55,22.45,22.15,22.25,22.27,22.35,21.88,21.57,21.05,20.3,20.65
10Yr,22.73,22.55,22.08,21.77,21.48,21.52,21.45,21.83,21.83,21.63,21.13,20.33,19.58,19.67,19.57
15Yr,20.8,20.92,21.13,21,21.07,20.9,20.8,20.8,20.85,20.75,19.88,19.35,17.55,18.85,18.75
20Yr,19.95,19.8,19.9,19.6,19.4,19.4,19.3,19.1,19.1,19,18.55,18.13,17.67,17.55,17.42
25Yr,17.98,17.9,17.73,17.75,17.5,17.42,17.38,17.27,17.33,17.33,18.27,16.48,16.1,19.35,16.27
30Yr,16.5,19.5,16.35,16.25,15.88,18.57,16.08,15.85,15.9,15.95,16.98,20.8,15.5,15.43,20.55
