Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,81.95,71.53,67.38,61.92,58.35,52.7,52.85,49.08,49.1,47.88,44.48,43.73,43.55,43.55,44.1
3Mo,88.18,75.17,67.35,60.15,54.85,51.83,48.85,47.3,46.4,45.6,43.92,41.98,41.05,40.6,40.7
6Mo,87.1,72.25,62.15,56.4,52.65,48.35,46.65,44.7,43.65,43.35,42.2,39.48,39.15,38.4,38.48
9Mo,84.75,69.17,59.28,53.08,49.25,45.83,44.4,42.85,41.9,40.67,40.1,38,37.2,36.9,36.83
1Yr,80.95,65.55,56.1,50.28,46.55,43.4,41.6,40.67,39.92,38.63,37.8,36,35.67,35.28,35
2Yr,66.33,52.85,45.1,41.28,38.95,37.3,36.08,35.58,34.8,33.92,33.92,32.1,31.88,31.45,30.9
3Yr,48.67,41.6,37.35,35,33.7,32.83,32.58,32,31.35,30.7,30.95,29.15,29.02,28.95,28.5
4Yr,37.72,34.2,32.33,31.35,30.52,30.23,29.4,29.33,29.13,28.6,28.7,27.7,27.42,27.2,27.18
5Yr,31.82,30.42,29.65,29,28.63,28.23,27.92,27.98,27.52,27.48,27.2,26.23,26.17,26.08,26.07
6Yr,28.88,28.43,28,27.5,27.3,27.02,26.77,26.63,26.33,26.3,26.4,25.67,25.38,25.27,25.02
7Yr,27.63,27.23,27.17,26.7,26.17,26.23,25.98,26.18,26.05,26.27,25.7,25.15,24.88,24.75,24.63
8Yr,26.98,26.48,26.23,25.6,25.7,25.6,25.45,25.1,25.2,25.17,25.18,24.7,24.15,24,23.67
9Yr,25.85,25.52,25.33,25.05,24.85,24.77,24.55,24.45,24.7,24.55,24.55,23.75,23.35,23.1,23.23
10Yr,25.1,24.75,24.67,24.77,24.63,24.57,24.57,24.68,24.7,25.05,24.13,23.6,22.73,22.35,22.45
15Yr,22.9,23.2,23.75,24.15,24.38,24.38,24.25,24.15,24.05,23.95,23.23,22.67,22.2,22.08,21.95
20Yr,22.83,22.92,22.45,22.55,22.55,22.45,22.3,22.25,22.15,22.05,22.55,21,21.05,21,20.9
25Yr,22.4,22.45,22.6,22.7,22.8,22.7,22.5,22.7,22.63,22.25,22.4,21.55,22.35,22.88,21.1
30Yr,22.65,22.6,22.05,22.7,22.7,22.8,22.65,22.52,22.83,22.65,22,23.55,23.98,21.05,24.6
