Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.21,0,3.21,3.21,0.991951
EDZ08   ,3.22402,0,3.22402,3.24907,0.984455
EDH09   ,2.97731,0,2.97731,3.18394,0.977101
EDM09   ,3.00992,0,3.00992,3.16013,0.969723
EDU09   ,3.07686,0,3.07686,3.15262,0.962239
EDZ09   ,3.36315,0,3.36315,3.19086,0.954128
EDH10   ,3.53881,0,3.53881,3.25423,0.945669
2 YR,3.352,0,3.352,3.3561,0.935602
3 YR,3.69,0,3.69,3.70642,0.895678
4 YR,3.899,0,3.899,3.92507,0.85591
5 YR,4.05185,0,4.05185,4.08702,0.816857
6 YR,4.1735,0,4.1735,4.21768,0.778466
7 YR,4.2705,0,4.2705,4.32319,0.741264
8 YR,4.3555,0,4.3555,4.41731,0.705013
9 YR,4.4165,0,4.4165,4.48471,0.670715
10 YR,4.4705,0,4.4705,4.54559,0.637886
11 YR,4.516,0,4.516,4.59745,0.606534
12 YR,4.566,0,4.566,4.65702,0.575547
15 YR,4.6485,0,4.6485,4.75214,0.494235
20 YR,4.7155,0,4.7155,4.82625,0.385177
25 YR,4.7395,0,4.7395,4.84482,0.302169
30 YR,4.7495,0,4.7495,4.84627,0.237748
40 YR,4.7565,0,4.7565,4.83043,0.148198
50 YR,4.724,0,4.724,4.7061,0.097706
