Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,88.97,78.68,78.28,65.68,60.45,54.8,53.05,50.7,51.55,50.02,46.98,46.3,46.6,47,47.4
3Mo,89.93,76.68,68,60.58,56.85,53.08,50.85,49.15,48.1,47.8,46.03,44.73,43.75,43.48,43.15
6Mo,85.85,70.72,62.45,57.52,54.35,50.23,48.23,46.48,45,44.65,44.3,41.3,41,40.63,40.4
9Mo,85.3,68.5,59.42,53.98,50.77,47.23,45.95,44,43.15,42.2,41.4,39.55,38.95,39,38.78
1Yr,79.55,65.13,56.3,51.2,47.95,44.78,43.03,41.98,41.2,39.95,39.05,37.6,37.33,37.4,37.4
2Yr,65,52.63,46.05,42.27,40.4,39,38,36.92,36.33,35.63,36.02,33.83,33.33,33.3,32.98
3Yr,48.8,43,39.08,36.7,35.55,34.5,33.6,33.67,33.15,32.28,32.9,31.35,30.88,30.9,30.85
4Yr,39.7,36.13,34.05,32.92,32.15,32.1,31.13,31.1,31.02,30.9,31.45,29.93,29.15,29.55,29.25
5Yr,33.92,32.23,31.43,30.8,30.33,30.45,29.7,29.8,29.65,29.75,30.27,28.92,28.42,28.55,28.67
6Yr,31.07,31.02,30.08,29.75,29.35,29.15,28.92,29.2,29.2,29.1,28.88,28.45,28.13,28,28.02
7Yr,30.23,29.52,29.23,28.63,28.3,28.5,28.5,28.2,28.4,28.42,29.27,27.6,27.18,27.3,27.3
8Yr,29.38,28.98,28.63,28.25,28,28.07,27.8,28.1,27.9,28.27,27.95,27.32,27.02,26.98,26.85
9Yr,28.13,28,27.8,27.5,27.5,27.57,27.2,27.6,27.5,27.9,27.55,26.85,26.38,27.35,26.27
10Yr,27.63,27.52,27.52,27.02,27.1,27.35,27.35,27.55,27.45,27.73,27.85,26.63,25.07,25.55,25.75
15Yr,26.18,27.07,26.95,27.2,27.33,27.95,27.2,28.05,27.45,28.05,26.15,26.1,25.52,25.88,25.52
20Yr,25.35,25.1,25.2,25.35,25.4,25.35,25.35,25.2,25.45,25.25,26.4,23.93,24.52,24.23,24.27
25Yr,25.4,24.8,25.35,25.65,24.95,25.45,25.65,25.85,26.05,26.25,26.13,25.5,25.82,25.55,26.27
30Yr,25.6,25.95,26.13,25.15,26.38,26.63,26.85,27.15,26.63,27.77,25.98,26.5,26.95,26.4,26.88
