Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,101.88,79.05,76.63,65.38,57.88,53.75,55.45,53.9,51.85,52.65,45.52,48.13,45.75,45.35,45.6
3Mo,97.95,76.43,72.13,62.3,56.35,53.3,52.48,50.77,50.35,49.45,46.98,45,42.4,42.65,43.3
6Mo,91.7,74.75,68.3,60.4,55.65,51.8,49.98,48.17,47.3,46.28,44.1,41.35,39.63,39.58,40.25
9Mo,89.58,73.7,64.78,57.65,53.1,49.27,47.58,46.17,45.05,44,42.72,39,37.55,37.17,38.35
1Yr,85.55,69.8,61,54.77,50.58,47.3,45.23,43.85,43.25,41.9,40.15,37.22,35.8,35.55,35.7
2Yr,77.25,59.48,50.52,45.15,43.1,41.08,39.85,39.08,37.95,37.1,35.85,34.15,32.92,32.55,32.15
3Yr,55.45,46.92,41.8,39.75,37.8,36.65,35.58,35.48,34.72,33.73,33.67,31.8,30.7,30.48,30.07
4Yr,44.05,39.17,36.85,35.2,34.13,33.65,32.85,32.4,32.2,31.65,31,30.23,29.2,28.92,28.6
5Yr,37.17,35.17,33.85,33,32.3,31.9,31.08,31.15,30.88,30.33,29.55,29,28.13,28.2,27.95
6Yr,33.83,32.6,31.95,31.42,30.83,30.48,30.02,29.5,29.7,29.6,29.3,28.6,27.95,27.75,27.67
7Yr,31.6,31.15,30.57,29.9,29.27,29.1,29,28.8,28.8,28.83,28.08,27.95,27.15,27,26.9
8Yr,30.45,29.67,29.25,28.48,28.05,27.9,27.9,27.95,27.85,27.85,27.63,26.73,26.35,26.07,26.1
9Yr,29.25,28.38,27.98,27.65,27.17,27.25,26.92,27.35,27.45,27.35,26.92,26.15,25.88,25.17,25.38
10Yr,28.15,27.45,27.23,26.98,26.82,27.02,27.23,26.55,27.1,26.9,25.83,25.98,25.15,25.15,25.17
15Yr,25.45,25.5,25.65,25.9,25.85,26.05,25.9,26,26.05,25.73,25,24.5,24.2,24.07,23.95
20Yr,23.9,24.43,24.45,24.52,24.65,24.73,24.25,24.35,24.45,24.4,25.07,23.25,23.45,23.7,23.57
25Yr,24.3,24.35,24.48,24.55,24.05,24.15,24.25,24.35,24.45,24.38,24.82,24.18,24.48,25.38,25.85
30Yr,25.65,25.73,25.8,25.85,25.9,25.5,25.7,26,25.1,26.13,24.52,26.68,27.07,27.9,27.8
