Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,0.56315,0,0.56315,0.56315,0.998579
EDZ11   ,0.56999,0,0.56999,0.5766,0.998546
EDH12   ,0.66916,0,0.66916,0.63009,0.996859
EDM12   ,0.72277,0,0.72277,0.66635,0.995042
EDU12   ,0.74085,0,0.74085,0.68726,0.993182
EDZ12   ,0.74842,0,0.74842,0.69977,0.991306
EDH13   ,0.73549,0,0.73549,0.70851,0.989467
2 YR,0.71885,0,0.71885,0.71901,0.985748
3 YR,0.8105,0,0.8105,0.8114,0.975956
4 YR,1.0025,0,1.0025,1.00633,0.960616
5 YR,1.225,0,1.225,1.23442,0.940324
6 YR,1.44515,0,1.44515,1.46277,0.916268
7 YR,1.6375,0,1.6375,1.6647,0.890433
8 YR,1.7913,0,1.7913,1.8278,0.864538
9 YR,1.9223,0,1.9223,1.96821,0.838344
10 YR,2.0295,0,2.0295,2.08411,0.812749
11 YR,2.103,0,2.103,2.16323,0.789246
12 YR,2.208,0,2.208,2.2807,0.761751
15 YR,2.3865,0,2.3865,2.48008,0.690877
20 YR,2.5026,0,2.5026,2.60373,0.595992
25 YR,2.5585,0,2.5585,2.66008,0.516446
30 YR,2.594,0,2.594,2.69579,0.447834
40 YR,2.604,0,2.604,2.68547,0.344025
50 YR,2.5685,0,2.5685,2.60278,0.274448
