Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,32.25,37.9,33.83,33.77,33.1,31.1,28.1,27.8,25.4,25,24.05,22.7,21.5,21,19.95
3Mo,35.15,37.5,35.05,33.02,32.02,30.25,28.45,26.8,25.8,24.15,23.3,21.5,20.27,20.05,19.48
6Mo,36.78,35.8,33.1,31.4,30.3,28.6,26.65,25.4,24.5,23.3,22.3,20.8,19.65,19.5,19.2
9Mo,36.15,33.85,31.38,29.95,28.7,27.2,25.95,24.3,23.6,22.38,21.48,20.15,19.5,19.25,18.85
1Yr,35.25,31.57,29.8,28.2,26.83,25.55,24.4,23.25,22.8,21.75,20.8,19.95,19.1,18.8,18.5
2Yr,26.85,26.4,24.9,24.3,23.2,22.8,21.9,21.4,20.8,20.05,19.35,18.8,18,18,17.6
3Yr,23.7,23.2,22.7,22,21.4,21.1,20.6,20.15,19.7,19.3,18.45,17.95,17.4,17.1,17
4Yr,21.85,21.4,20.77,20.45,20.05,19.55,19.15,19,18.7,18.4,17.55,17.2,16.7,16.5,16.4
5Yr,20.5,19.63,19.38,19.07,18.77,18.7,18.13,18.1,17.8,17.5,16.95,16.3,15.85,15.95,15.8
6Yr,19.1,18.45,18.45,18.25,18,17.75,17.4,17.2,17.05,16.7,16.2,15.5,15.25,15.15,15.05
7Yr,17.95,17.73,17.6,17.25,17.3,17.1,16.8,16.7,16.4,16.2,15.6,15.2,14.55,14.7,14.7
8Yr,17.1,16.7,16.65,16.45,16.35,16.15,16,15.85,15.7,15.45,15.1,14.65,14.45,14.15,14.1
9Yr,16.2,15.95,15.85,15.75,15.65,15.45,15.45,15.2,15.05,14.9,14.65,14.35,14.15,13.9,13.7
10Yr,16.5,15.65,16.2,15.22,15.15,15.3,14.88,15,14.8,14.25,13.95,13.6,13.18,13.25,13.3
15Yr,14.2,14.3,14.2,14.3,14,14.1,13.8,13.85,13.5,13.55,13.05,12.4,12.6,12.5,12
20Yr,13.45,13.35,13.35,13.2,13.4,13.05,12.9,13,12.9,12.5,12.2,11.85,11.6,11.6,11.6
25Yr,12.6,12.55,12.8,12.8,12.7,12.6,12.6,12.15,12.4,12.2,11.8,11.3,11.2,11.1,10.9
30Yr,12.8,12.8,12.25,12.2,12.25,12.1,12,12,11.9,11.8,11.55,11.25,11.1,10.9,10.6
