Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,4.32,0,4.32,4.32,0.989081
EDZ08   ,2.73906,0,2.73906,3.4588,0.984968
EDH09   ,2.21706,0,2.21706,3.03259,0.979479
EDM09   ,2.2392,0,2.2392,2.83784,0.973966
EDU09   ,2.3255,0,2.3255,2.73666,0.968274
EDZ09   ,2.58097,0,2.58097,2.71075,0.961998
EDH10   ,2.71565,0,2.71565,2.72184,0.95544
2 YR,2.7905,0,2.7905,2.789,0.945893
3 YR,3.12215,0,3.12215,3.1321,0.910822
4 YR,3.37505,0,3.37505,3.39678,0.873952
5 YR,3.567,0,3.567,3.60009,0.836605
6 YR,3.721,0,3.721,3.76541,0.799455
7 YR,3.85225,0,3.85225,3.90854,0.762648
8 YR,3.9645,0,3.9645,4.0328,0.726413
9 YR,4.0525,0,4.0525,4.13114,0.692028
10 YR,4.125,0,4.125,4.21301,0.65907
11 YR,4.1665,0,4.1665,4.25774,0.629119
12 YR,4.219,0,4.219,4.31865,0.598864
15 YR,4.289,0,4.289,4.39288,0.521044
20 YR,4.33,0,4.33,4.42591,0.416591
25 YR,4.329,0,4.329,4.4042,0.336437
30 YR,4.3365,0,4.3365,4.40487,0.2705
40 YR,4.322,0,4.322,4.35077,0.178771
50 YR,4.2945,0,4.2945,4.2638,0.1213
