Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,92.8,75.65,71.28,58.15,51.55,43.05,37.45,33.8,31.2,29.27,28.85,24.95,23.23,22.6,22.15
3Mo,79.53,68.47,65.85,55.58,48.65,41.75,37.17,34.05,31.85,30.15,28.48,25.95,24.5,23.65,23.3
6Mo,80.75,72.35,63.45,52.9,46.65,40.47,36.58,34.1,32,30.58,28.6,26.5,24.75,24.4,23.35
9Mo,84.95,69.7,59.2,49.45,43.88,38.75,35.7,33.65,31.92,30.4,28.75,26.3,24.88,24.5,23.73
1Yr,83.03,66.65,55.52,46.55,41.75,37.27,34.48,32.7,31.55,29.88,27.75,26.1,24.9,24.52,23.85
2Yr,61,49.45,42.05,36.8,33.83,31.7,30.02,29.2,28.3,27.25,25.9,24.55,23.6,23.25,22.95
3Yr,41.47,35.9,32.42,30.32,29,27.92,26.82,26.6,26,25.13,23.75,23.33,22.43,22.2,22.05
4Yr,31.32,29.05,27.52,26.5,25.77,25.15,24.43,24.3,23.98,23.35,22.75,21.75,21.05,21.1,20.95
5Yr,26.9,25.7,24.93,24.3,23.8,23.42,22.9,22.7,22.58,22.15,21.5,20.58,20.13,20.13,19.95
6Yr,24.4,23.75,23.5,22.85,22.55,22.15,21.7,21.4,21.52,21.33,20.67,19.75,19.6,19.42,19.33
7Yr,23,22.52,22.05,21.68,21.38,21.15,20.82,20.88,20.88,20.52,20.15,19.13,18.77,18.8,18.55
8Yr,21.85,21.48,21.13,20.77,20.52,20.35,20.15,20.15,20.15,20.1,19.6,18.9,18.38,18.23,18.08
9Yr,20.95,20.6,20.33,20,19.83,19.7,19.6,19.4,19.42,19.42,18.9,18.13,17.95,17.55,17.63
10Yr,19.93,19.7,19.7,19.25,19.15,19.08,19.05,19.13,19.08,18.98,18.35,17.45,17.08,17.23,17.17
15Yr,18.15,18.1,18.1,18.1,18.05,17.98,17.85,17.77,17.73,17.52,17.13,16.5,15.82,15.72,15.6
20Yr,16.8,17.07,16.88,16.73,16.5,16.42,16.2,16.1,16.1,16.15,15.65,14.93,14.7,14.35,14.03
25Yr,16.15,15.97,15.85,15.75,15.6,15.55,15.5,15.47,15.25,15.47,15,14.3,13.9,16.2,13.25
30Yr,15.2,15.07,15,14.9,14.8,14.75,14.6,14.1,14.35,14.28,13.7,12.78,12.28,12.13,16.8
