Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,111.33,93,79.17,73.8,69.6,62.6,59.3,54.45,51.55,49,47.7,48.9,47.1,50.75,48.1
3Mo,102.25,80.75,66.85,63.5,59.1,54.3,51,47.45,45.35,43.3,42.4,42.6,41.5,44.45,42.4
6Mo,78.15,66.3,57.7,53.8,50.5,47,44.1,41.8,40.2,38.7,37.9,37.4,37.2,38.65,38.2
9Mo,68.05,58.98,52.2,48.8,45.75,43.15,40.75,38.85,37.8,36.3,36.05,35.7,35.35,36.55,36.3
1Yr,57.15,48.38,46.95,43.8,41.27,38.83,37.2,35.9,35.1,33.9,33.8,33.6,33.5,34.45,34.4
2Yr,36.4,38,37.08,34.9,34,32.5,31.7,31.3,30.85,28.67,29.6,30,30.4,31,31.1
3Yr,38.25,35.05,32.73,31.77,30.77,30.4,30.35,30.3,29.35,25.35,26.2,29,29.2,29.95,29.65
4Yr,30.2,29,29.7,28.5,28.1,28.2,27.9,28,27.15,23.4,27.9,25.85,28.5,28.8,28.9
5Yr,26.8,27.6,26.7,26.6,26.9,26.7,26.4,26.5,26.6,26.65,26.7,24.75,27.7,27.15,28
6Yr,26.6,26.1,26,25.8,25.25,25.75,26.4,26,24.15,24.3,24.55,24.95,25.58,26.2,26.35
7Yr,24.4,24.7,25.23,25.6,25.15,25.4,25.8,26.1,24.95,24.52,25.5,25.45,26.6,25.9,26.8
8Yr,25.5,25.2,24.95,24.7,24.85,24.75,24.6,24.6,24.6,24.6,24.95,25.5,25.65,25.25,25.25
9Yr,24.25,24.25,24.25,24.25,24.25,24.25,24.25,25.05,24.65,24.85,25.25,25.9,25.5,25.5,25.5
10Yr,23.2,23.43,23.4,24.4,25.1,24.8,25.1,24.7,24.5,24.3,24.45,24.45,24.5,24.6,24.6
15Yr,24.25,24.25,24.3,24.35,24.4,22.45,23.9,24.05,23.25,35.2,18,22.85,22.75,20.4,19
20Yr,23.9,22.1,25.4,25.8,26,25.6,25.2,24.7,24.2,39.1,18.25,22.5,22.1,19.95,17.6
25Yr,18.7,24,23.5,23.1,22.8,22.5,22.3,19.85,17.4,17.85,18.5,16.8,19.9,17,16.4
30Yr,22.2,17.5,18.45,18.1,17.95,14.1,11.3,26.65,34.15,14.68,16.75,13.65,19.7,15.15,13.1
