Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,102.35,80,90.28,69.35,56.65,50.58,50.1,47.27,46,45.7,41.88,39.05,37.95,37.73,37.25
3Mo,90.45,70.07,76.95,65.25,55.35,51.5,48.45,45.88,44.42,43.38,41.13,38.17,35.58,35.52,35.55
6Mo,81.8,66.7,68.9,59.27,52.73,47.95,45.52,43.42,42.5,40.88,39.95,35.83,33.6,33.2,33.05
9Mo,82.05,66.33,64.05,54.58,49.5,45.83,43.55,42.17,40.95,39.3,38.17,34.65,32.95,33.33,32.42
1Yr,78.35,64.68,59.5,51,46.95,43.8,41.88,40.4,39.3,38.28,36.65,33.8,32.4,31.65,31
2Yr,76.43,60.1,49.55,43.7,40.58,38.38,37.13,36.4,35.25,34.4,33.75,30.9,29.75,29.1,28.75
3Yr,55.33,45.05,40.55,37.5,35.75,34.08,33.25,33.08,32.38,31.33,31.05,29,28.13,27.7,27.35
4Yr,41.73,37.38,34.83,33.5,32.25,31.08,30.6,30.2,29.8,29.42,29.25,27.6,26.8,26.6,26.2
5Yr,35.1,33.3,31.92,30.85,30.05,29.67,29,28.85,28.63,28.35,27.77,26.45,25.8,25.5,25.35
6Yr,31.65,30.35,29.52,28.9,28.3,28.02,27.4,27.02,27.33,27.2,26.73,25.4,24.88,24.7,24.75
7Yr,29.75,28.6,27.88,27.2,26.77,26.43,26.1,26.3,26.15,26.35,25.75,24.5,24.1,23.98,23.9
8Yr,28.1,27.5,26.88,26.27,25.75,25.55,25.5,25.52,25.65,25.58,25.23,23.9,23.6,23.4,23.4
9Yr,26.45,25.65,25.32,24.27,24.2,24.25,23.95,24.5,24.2,24.35,23.88,23.02,22.65,21.6,22.45
10Yr,25.4,24.92,24.52,24.23,24,23.92,23.93,24.23,24.27,24.13,23.73,22.7,22.13,22.2,22.15
15Yr,22.95,22.83,23.27,22.92,23.05,22.92,22.85,22.88,22.92,22.77,22.02,21.2,20.67,20.92,20.83
20Yr,21.6,21.65,21.6,21.45,21.4,21.52,21.38,21.2,21.13,21.1,20.63,20.13,19.65,19.55,20.9
25Yr,19.75,19.65,19.58,19.43,19,19.38,19.48,19.1,19.1,19.6,19.4,19,18.58,18.2,17.67
30Yr,18.42,18.35,17.8,18.2,18,18.15,17.93,17.75,17.67,17.9,19.1,16.8,16.42,16.3,23.95
