Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,52.4,65.88,59.15,56.17,54.17,50.55,47.25,43.65,41.6,39.42,37.42,34.45,32.4,31.4,30.6
3Mo,59.05,56.1,52.92,50.3,49.25,45.95,43.15,39.8,38.1,36.28,34.2,31.95,30.2,29.6,28.5
6Mo,54.25,51.55,47.5,44.75,42.7,39.85,38.1,35.3,34.1,31.95,30.73,28.9,27.25,26.8,25.8
9Mo,52.2,47.42,43.85,42.13,40.42,38,34.65,32.75,31.85,30.63,29.43,27.7,26.33,26.1,25.1
1Yr,48.65,43.05,40.35,38.47,36.8,35.05,33.35,30.95,29.9,28.9,27.68,25.9,24.95,24,24.1
2Yr,36,34.4,32.9,31.45,30.15,28.85,28,27.3,26.5,25.55,26.25,23.5,22.65,22.5,21.95
3Yr,31.25,30.2,29.05,27.95,27.1,26.2,25.55,25,24.4,23.8,23.1,22.1,21.6,21.5,20.88
4Yr,28.45,27.15,26.15,25.4,24.65,24.1,23.6,23.3,22.9,22.4,21.75,21.2,20.5,19.4,19.85
5Yr,24.75,24.1,23.6,23.05,22.7,22.35,21.95,21.4,21.5,21.15,20.75,20,19.45,19.55,18.92
6Yr,23.3,22.3,22.25,22.05,21.75,21.35,20.9,20.65,20.45,20.05,19.6,19,18.85,18.35,18
7Yr,21.33,20.95,20.8,20.6,20.3,20,19.77,19.8,19.65,19.1,18.9,18.3,17.77,17.6,17.23
8Yr,20.5,20.1,19.95,19.65,19.35,19.1,18.85,18.65,18.5,18.25,18,17.7,17.5,16.9,16.65
9Yr,19.5,19.1,18.8,18.6,18.4,18.05,18,17.75,17.65,17.45,17.3,17.15,16.9,16.5,16.1
10Yr,18.05,17.85,17.85,17.77,17.7,17.5,17.32,17.25,17.05,16.75,15.9,15.7,15.35,15.5,15.15
15Yr,14.55,16.5,16.4,16.3,16.3,16.1,16,15.8,15.7,15.5,15,14.3,14.65,14.35,14.35
20Yr,15.5,15.6,15.6,15.5,15.4,15.2,15,14.8,14.6,14.55,14.05,13.4,13.2,13.6,13.5
25Yr,15.45,14.3,14.1,15.25,14,13.9,13.8,13.7,13.7,13.6,13.25,12.8,12.6,12.7,12.7
30Yr,15.3,15.1,14.1,15.25,15.3,14.9,14.2,14.45,14.1,14.05,13.65,13.1,12.9,12.6,12.3
