Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.80375,0,2.80375,2.80375,0.992886
EDU08   ,2.8247,0,2.8247,2.87591,0.990134
EDZ08   ,3.01353,0,3.01353,2.9386,0.982649
EDH09   ,3.09175,0,3.09175,3.00722,0.975029
EDM09   ,3.25938,0,3.25938,3.08385,0.967061
EDU09   ,3.49643,0,3.49643,3.17062,0.958589
EDZ09   ,3.79792,0,3.79792,3.27258,0.949474
2 YR,3.443,0,3.443,3.45117,0.933854
3 YR,3.7975,0,3.7975,3.81778,0.892745
4 YR,4.0245,0,4.0245,4.05517,0.851551
5 YR,4.1795,0,4.1795,4.21898,0.811594
6 YR,4.3155,0,4.3155,4.36555,0.771734
7 YR,4.431,0,4.431,4.49223,0.732731
8 YR,4.524,0,4.524,4.59554,0.69525
9 YR,4.599,0,4.599,4.67968,0.6593
10 YR,4.662,0,4.662,4.75142,0.625179
11 YR,4.7155,0,4.7155,4.81315,0.592635
12 YR,4.764,0,4.764,4.8703,0.561337
15 YR,4.864,0,4.864,4.98863,0.477406
20 YR,4.943,0,4.943,5.07809,0.366698
25 YR,4.9775,0,4.9775,5.1118,0.283118
30 YR,4.9915,0,4.9915,5.11739,0.219609
40 YR,4.9915,0,4.9915,5.07594,0.134655
50 YR,4.99025,0,4.99025,5.04554,0.082788
