Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,104.15,88.95,82.55,69.53,60.3,55.6,57,53.58,52.95,53.2,51.02,47.38,48.65,47.3,49.35
3Mo,97.85,80.7,72.1,63.8,58.38,55.1,54.27,52.38,51.25,50.95,48.33,46.7,44.13,44.5,45.15
6Mo,91.15,77.22,67.35,61.35,57.4,53.8,51.9,49.63,48.9,47.95,45.3,43.17,41.42,41.4,41.95
9Mo,93.97,75.07,66.3,59.2,55.05,51.83,49.7,48.42,47.15,45.95,44.67,41.17,39.98,39.45,39.95
1Yr,86.3,70.8,63.3,57.23,53.25,49.7,48.08,46.52,45.65,44.15,42,39.35,37.95,37.95,38.05
2Yr,79.45,61.38,52.48,47.95,45.73,44.2,42.35,41.2,40.13,39.33,37.1,36.15,35.02,34.55,34.17
3Yr,59.6,49.8,45.02,41.8,40.45,39.28,38,37.65,36.83,35.85,35.78,33.8,32.83,32.65,32.25
4Yr,46.22,41.92,39.33,37.73,36.65,36.3,35.4,34.7,34.2,33.75,32.05,32.17,31.38,31.23,30.8
5Yr,40,37.92,36.55,35.63,34.85,34.25,33.65,33.3,32.85,32.75,30.55,31.1,30.38,30.23,29.98
6Yr,36.05,34.88,34.3,33.7,32.95,32.58,32.1,31.65,31.55,31.55,31.45,30.25,29.77,29.58,29.2
7Yr,34.5,34,33.15,32.2,31.52,31.3,31.1,31.1,31.1,31.15,29.08,29.7,29.18,28.77,29.2
8Yr,32.95,32.33,31.55,30.83,30.33,30.33,30.15,30.15,30.15,30.15,29.95,28.88,28.55,28.42,28.52
9Yr,31.85,31.02,30.38,29.9,29.68,29.55,29.52,29.65,29.75,29.75,29.4,28.45,27.95,26.18,28.07
10Yr,30.15,29.63,29.38,29.17,29.02,29.2,29.05,29.38,29.4,29.27,26.95,27.85,27.42,27,27.3
15Yr,28.1,28.05,28.38,28.5,28.5,28.7,28.6,28.67,28.77,28.65,27.6,27,26.7,26.35,26.15
20Yr,26.05,26.15,26.25,26.6,26.65,26.75,26.8,26.85,26.9,27,27.13,25.6,25.77,25.8,26.6
25Yr,26.3,26.3,26.45,26.45,26.5,26.7,26.77,26.63,26.4,26.32,26.25,25.7,27.42,27.88,25.48
30Yr,26.7,26.38,25.7,25.25,27.4,27.6,24.32,24.02,28.5,24.65,26.05,28.57,29.95,32.85,30.05
